formula,counts,exact_mass,ion_mode,charge,source_compound_id,source_name,generation_type,path,broken_bonds,h_shift,adduct,neutral_losses,fragment_atom_indices,score
C5H9O2,"{'C': 5, 'O': 2, 'H': 9}",101.06025452921,neutral,0,EVA,Ethylene-Vinyl Acetate,fragment,break 1 bond(s) | ; | break 1 bond(s) | ; | break 1 bond(s),1,0,,,"[1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.6
C6H10O,"{'C': 6, 'H': 10, 'O': 1}",98.07316494187,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift +1 | -OH | ; | M | H shift +2 | -H2O,0,1,,OH,,0.6
C6H7O,"{'C': 6, 'H': 7, 'O': 1}",95.04968984518,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift -1 | -H2O,0,-1,,H2O,,0.6
C6H7O2,"{'C': 6, 'H': 7, 'O': 2}",111.04460446475,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift -1 | -H2,0,-1,,H2,,0.6
C6H9O2,"{'C': 6, 'H': 9, 'O': 2}",113.06025452921,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift +1 | -H2,0,1,,H2,,0.6
C6H11ClO2,"{'C': 6, 'H': 11, 'O': 2, 'Cl': 1}",150.04475727567,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,M | H shift +1 | Cl,0,1,Cl,,,0.58
C6H11KO2,"{'C': 6, 'H': 11, 'O': 2, 'K': 1}",154.03961108007,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,M | H shift +1 | K,0,1,K,,,0.58
C6H11NaO2,"{'C': 6, 'H': 11, 'O': 2, 'Na': 1}",138.06567387567,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,M | H shift +1 | Na,0,1,Na,,,0.58
C6H12O3,"{'C': 6, 'H': 12, 'O': 3}",132.07864424547,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,M | H shift +1 | OH | ; | M | H shift +2 | O,0,1,OH,,,0.58
C6H9ClO2,"{'C': 6, 'H': 9, 'O': 2, 'Cl': 1}",148.02910721121,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,M | H shift -1 | Cl,0,-1,Cl,,,0.58
C6H9KO2,"{'C': 6, 'H': 9, 'O': 2, 'K': 1}",152.02396101561,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,M | H shift -1 | K,0,-1,K,,,0.58
C6H9NaO2,"{'C': 6, 'H': 9, 'O': 2, 'Na': 1}",136.05002381121,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,M | H shift -1 | Na,0,-1,Na,,,0.58
C6H9O3,"{'C': 6, 'H': 9, 'O': 3}",129.05516914878,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,M | H shift -1 | O,0,-1,O,,,0.58
C12H19O4,"{'C': 12, 'H': 19, 'O': 4}",227.12833409065001,negative,-1,EVA,Ethylene-Vinyl Acetate,dimer,2M | -H,0,0,-H,,,0.55
