formula,counts,exact_mass,ion_mode,charge,source_compound_id,source_name,generation_type,path,broken_bonds,h_shift,adduct,neutral_losses,fragment_atom_indices,score
C12H9NaS,"{'C': 12, 'H': 9, 'S': 1, 'Na': 1}",208.03226574647,positive,1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 1×repeat | H shift +1 | Na,2,1,Na,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.2
C35H22S7,"{'C': 35, 'H': 22, 'S': 7}",665.97664892986,neutral,0,PPS,Polyphenylene Sulfide,neutral_loss,M + 5×repeat | H shift -1 | -CH3,0,-1,,CH3,,0.19999999999999996
C35H24S7,"{'C': 35, 'H': 24, 'S': 7}",667.99229899432,neutral,0,PPS,Polyphenylene Sulfide,neutral_loss,M + 5×repeat | H shift +1 | -CH3,0,1,,CH3,,0.19999999999999996
C36H23S7,"{'C': 36, 'H': 23, 'S': 7}",678.98447396209,neutral,0,PPS,Polyphenylene Sulfide,neutral_loss,M + 5×repeat | H shift -1 | -H2,0,-1,,H2,,0.19999999999999996
C36H24S6,"{'C': 36, 'S': 6, 'H': 24}",648.02022781992,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 5×repeat | -H | ; | break 1 bond(s) + 5×repeat | -H,1,0,-H,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.19999999999999996
C36H25S6,"{'C': 36, 'S': 6, 'H': 25}",649.02805285215,neutral,0,PPS,Polyphenylene Sulfide,fragment,break 1 bond(s) + 5×repeat | ; | break 1 bond(s) + 5×repeat,1,0,,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.19999999999999996
C36H25S7,"{'C': 36, 'H': 25, 'S': 7}",681.00012402655,neutral,0,PPS,Polyphenylene Sulfide,neutral_loss,M + 5×repeat | H shift +1 | -H2,0,1,,H2,,0.19999999999999996
C36H26S6,"{'C': 36, 'S': 6, 'H': 26}",650.0358778843799,positive,1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 5×repeat | H | ; | break 1 bond(s) + 5×repeat | H,1,0,H,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.19999999999999996
C17H9S2,"{'C': 17, 'H': 9, 'S': 2}",277.01456763887,neutral,0,PPS,Polyphenylene Sulfide,neutral_loss,break 2 bond(s) + 2×repeat | -CH3,2,0,,CH3,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.18999999999999997
C18H10S2,"{'C': 18, 'H': 10, 'S': 2}",290.0223926711,neutral,0,PPS,Polyphenylene Sulfide,h_shift,break 2 bond(s) + 2×repeat | H shift -2,2,-2,,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.18999999999999997
C18H10S2,"{'C': 18, 'H': 10, 'S': 2}",290.0223926711,neutral,0,PPS,Polyphenylene Sulfide,neutral_loss,break 2 bond(s) + 2×repeat | -H2,2,0,,H2,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.18999999999999997
C18H11S2,"{'C': 18, 'H': 11, 'S': 2}",291.03021770333,positive,1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 2×repeat | H shift -2 | H,2,-2,H,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.18999999999999997
C18H13S2,"{'C': 18, 'H': 13, 'S': 2}",293.04586776779,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 2×repeat | H shift +2 | -H,2,2,-H,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.18999999999999997
C18H14S2,"{'C': 18, 'H': 14, 'S': 2}",294.05369280002,neutral,0,PPS,Polyphenylene Sulfide,h_shift,break 2 bond(s) + 2×repeat | H shift +2,2,2,,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.18999999999999997
C18H15S2,"{'C': 18, 'H': 15, 'S': 2}",295.06151783225,positive,1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 2×repeat | H shift +2 | H,2,2,H,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.18999999999999997
C18H9S2,"{'C': 18, 'H': 9, 'S': 2}",289.01456763887,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 2×repeat | H shift -2 | -H,2,-2,-H,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.18999999999999997
C24H16ClS4,"{'C': 24, 'S': 4, 'H': 16, 'Cl': 1}",466.98233789528,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 3×repeat | H shift -1 | Cl | ; | break 1 bond(s) + 3×repeat | H shift -1 | Cl,1,-1,Cl,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.18999999999999995
C24H16KS4,"{'C': 24, 'S': 4, 'H': 16, 'K': 1}",470.97719169968,positive,1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 3×repeat | H shift -1 | K | ; | break 1 bond(s) + 3×repeat | H shift -1 | K,1,-1,K,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.18999999999999995
C24H16NaS4,"{'C': 24, 'S': 4, 'H': 16, 'Na': 1}",455.00325449528,positive,1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 3×repeat | H shift -1 | Na | ; | break 1 bond(s) + 3×repeat | H shift -1 | Na,1,-1,Na,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.18999999999999995
C24H16OS4,"{'C': 24, 'S': 4, 'H': 16, 'O': 1}",448.00839983285,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 3×repeat | H shift -1 | O | ; | break 1 bond(s) + 3×repeat | H shift -2 | OH | ; | break 1 bond(s) + 3×repeat | H shift -1 | O,1,-1,O,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.18999999999999995
C24H18ClS4,"{'C': 24, 'S': 4, 'H': 18, 'Cl': 1}",468.99798795974,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 3×repeat | H shift +1 | Cl | ; | break 1 bond(s) + 3×repeat | H shift +1 | Cl,1,1,Cl,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.18999999999999995
C24H18KS4,"{'C': 24, 'S': 4, 'H': 18, 'K': 1}",472.99284176414,positive,1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 3×repeat | H shift +1 | K | ; | break 1 bond(s) + 3×repeat | H shift +1 | K,1,1,K,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.18999999999999995
C24H18NaS4,"{'C': 24, 'S': 4, 'H': 18, 'Na': 1}",457.01890455974,positive,1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 3×repeat | H shift +1 | Na | ; | break 1 bond(s) + 3×repeat | H shift +1 | Na,1,1,Na,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.18999999999999995
