formula,ion_mode,material_count,materials
C20H18N4O2,positive,1,['Nomex']
C20H18O4,negative,1,['PEI']
C20H18O4,positive,1,['PEI']
C20H18O6,positive,1,['PET']
C20H18O7,negative,1,['PET']
C20H16N2O2,positive,1,['Nomex']
C20H16N3O2,negative,1,['Nomex']
C20H16N3O2,positive,1,['Nomex']
C20H16N4O2,negative,1,['Nomex']
C20H16N4O2,positive,1,['Nomex']
C20H16O4,negative,1,['PEI']
C20H19O4,positive,1,['PEI']
C20H19O7,negative,1,['PET']
C20H19O7,positive,1,['PET']
C20H19O8,negative,1,['PET']
C20H19O8,positive,1,['PET']
C20H19O9,positive,1,['PET']
C20H20O4,positive,1,['PEI']
C20H20O7,positive,1,['PET']
C20H20O8,negative,1,['PET']
C20H20O8,positive,1,['PET']
C20H17N4O2,positive,1,['Nomex']
C20H17O4,negative,1,['PEI']
C20H17O4,positive,1,['PEI']
C20H17O6,negative,1,['PET']
C20H17O6,positive,1,['PET']
C20H17O7,negative,1,['PET']
C14H9O5,negative,1,['PEN']
C14H9O5,positive,1,['PEN']
C15H10N2O3,negative,1,['Nomex']
C15H10N2O3,positive,1,['Nomex']
C15H10N3O3,negative,1,['Nomex']
C15H10N3O3,positive,1,['Nomex']
C15H10N4O3,negative,1,['Nomex']
C15H10NO3,negative,1,['Nomex']
C15H10NO3,positive,1,['Nomex']
C15H10O2,negative,1,['PET']
C15H10O4,negative,1,['PEN']
C20H18O8,negative,1,['PET']
C20H18O8,positive,1,['PET']
C20H18O9,negative,1,['PET']
C20H18O9,positive,1,['PET']
C20H19O4,negative,1,['PEI']
C20H21O8,positive,1,['PET']
C20H31,negative,1,['COC']
C20H32,negative,1,['COC']
C20H32,positive,1,['COC']
C20H33,negative,1,['COC']
C20H33,positive,1,['COC']
C20H34,negative,1,['COC']
C20H34,positive,1,['COC']
C20H35,positive,1,['COC']
C20H8O4,negative,1,['PEI']
C20H8O5,negative,1,['PEI']
C20H9O2,negative,1,['PEEK']
C20H9O3,negative,1,['PEEK']
C20H9O4,positive,1,['PEI']
C20H9O5,negative,1,['PEI']
C20H18O7,positive,1,['PET']
C20H9O5,positive,1,['PEI']
C21H10N2O3,negative,1,['PI']
C21H10N2O3,positive,1,['PI']
C21H10N2O4,negative,1,['PI']
C21H10N2O4,positive,1,['PI']
C21H10N2O5,negative,1,['PI']
C21H10N2O5,positive,1,['PI']
C21H10NO3,negative,1,['PI']
C21H10NO3,positive,1,['PI']
C21H10NO4,negative,1,['PI']
C21H10NO4,positive,1,['PI']
C21H10NO5,negative,1,['PI']
C21H10NO5,positive,1,['PI']
C21H10O,negative,1,['PEN']
C21H10O2,negative,1,['PEN']
C21H11N2O3,negative,1,['PI']
C21H13N2O3,negative,1,['Nomex']
C21H13N2O4,negative,1,['PI']
C21H11N2O3,positive,1,['PI']
C21H11N2O4,negative,1,['PI']
C21H11N2O4,positive,1,['PI']
C21H11N2O5,negative,1,['PI']
C21H11N2O5,positive,1,['PI']
C21H11NO3,positive,1,['PI']
C21H11NO4,negative,1,['PI']
C21H11NO4,positive,1,['PI']
C21H11NO5,negative,1,['PI']
C21H11NO5,positive,1,['PI']
C21H11O,negative,1,['PEN']
C21H11O,positive,1,['PEN']
C21H11O2,negative,1,['PEN']
C21H11O2,positive,1,['PEN']
C21H14N3O3,positive,1,['Nomex']
C21H14N4O3,negative,1,['Nomex']
C21H14NO3,negative,1,['Nomex']
C21H14NO3,positive,1,['Nomex']
C21H15,negative,1,['PEI']
C21H12N2O3,positive,1,['PI']
C21H12N2O4,negative,1,['PI']
C21H12N2O4,positive,1,['PI']
C21H12N2O5,negative,1,['PI']
C21H12N2O5,positive,1,['PI']
C21H12NO4,negative,1,['PI']
C21H12NO4,positive,1,['PI']
C21H12NO5,negative,1,['PI']
C21H12NO5,positive,1,['PI']
C21H12O,positive,1,['PEN']
C21H12O2,positive,1,['PEN']
C21H15O3,negative,1,['PEI']
C21H16,negative,1,['PEI']
C21H16,positive,1,['PEI']
C21H16N2O3,negative,1,['Nomex']
C21H16N2O3,positive,1,['Nomex']
C21H16N3O3,negative,1,['Nomex']
C21H13N2O4,positive,1,['PI']
C21H13N2O5,positive,1,['PI']
C21H13N3O3,negative,1,['Nomex']
C21H13NO3,negative,1,['Nomex']
C21H13NO4,negative,1,['PI']
C21H13NO4,positive,1,['PI']
C21H13NO5,positive,1,['PI']
C21H14N2O3,negative,1,['Nomex']
C21H14N2O3,positive,1,['Nomex']
C21H14N3O3,negative,1,['Nomex']
C21H16O7,negative,1,['PET']
C21H16O8,negative,1,['PET']
C21H16O9,negative,1,['PET']
C21H17,negative,1,['PEI']
C21H17,positive,1,['PEI']
C21H17N2O3,positive,1,['Nomex']
C21H15N2O3,negative,1,['Nomex']
C21H15N2O3,positive,1,['Nomex']
C21H15N3O3,negative,1,['Nomex']
C21H15N3O3,positive,1,['Nomex']
C21H15N4O3,negative,1,['Nomex']
C21H15N4O3,positive,1,['Nomex']
C21H15NO3,negative,1,['Nomex']
C21H15NO3,positive,1,['Nomex']
C21H15O,negative,1,['PEI']
C21H15O2,negative,1,['PEI']
C21H17O3,positive,1,['PEI']
C21H17O7,negative,1,['PET']
C21H17O7,positive,1,['PET']
C21H17O8,negative,1,['PET']
C21H17O8,positive,1,['PET']
C21H17O9,negative,1,['PET']
C21H16N3O3,positive,1,['Nomex']
C21H16N4O3,negative,1,['Nomex']
C21H16N4O3,positive,1,['Nomex']
C21H16NO3,positive,1,['Nomex']
C21H16O,negative,1,['PEI']
C21H16O,positive,1,['PEI']
C21H16O2,negative,1,['PEI']
C21H16O2,positive,1,['PEI']
C21H16O3,negative,1,['PEI']
C21H16O3,positive,1,['PEI']
C21H18O2,negative,1,['PEI']
C21H18O2,positive,1,['PEI']
C21H18O3,negative,1,['PEI']
C21H18O3,positive,1,['PEI']
C21H18O6,negative,1,['PET']
C21H18O7,negative,1,['PET']
C21H17N3O3,negative,1,['Nomex']
C21H17N3O3,positive,1,['Nomex']
C21H17N4O3,negative,1,['Nomex']
C21H17N4O3,positive,1,['Nomex']
C21H17O,negative,1,['PEI']
C21H17O,positive,1,['PEI']
C21H17O10,negative,1,['PET']
C21H17O2,negative,1,['PEI']
C21H17O2,positive,1,['PEI']
C21H17O3,negative,1,['PEI']
C21H19O2,positive,1,['PEI']
C21H19O3,positive,1,['PEI']
C21H19O6,negative,1,['PET']
C21H19O6,positive,1,['PET']
C21H19O7,negative,1,['PET']
C21H19O7,positive,1,['PET']
C21H17O9,positive,1,['PET']
C21H18,negative,1,['PEI']
C21H18,positive,1,['PEI']
C21H18N3O3,positive,1,['Nomex']
C21H18N4O3,negative,1,['Nomex']
C21H18N4O3,positive,1,['Nomex']
C21H18O,negative,1,['PEI']
C21H18O,positive,1,['PEI']
C21H18O10,negative,1,['PET']
C21H18O10,positive,1,['PET']
C21H20O8,positive,1,['PET']
C21H20O9,negative,1,['PET']
C21H20O9,positive,1,['PET']
C21H21O10,positive,1,['PET']
C21H21O7,negative,1,['PET']
C21H21O7,positive,1,['PET']
C21H18O7,positive,1,['PET']
C21H18O8,negative,1,['PET']
C21H18O8,positive,1,['PET']
C21H18O9,negative,1,['PET']
C21H18O9,positive,1,['PET']
C21H19,positive,1,['PEI']
C21H19N4O3,positive,1,['Nomex']
C21H19O,positive,1,['PEI']
C21H19O10,negative,1,['PET']
C21H19O10,positive,1,['PET']
C21H9NO3,negative,1,['PI']
C21H9NO4,negative,1,['PI']
C21H9NO5,negative,1,['PI']
C22H10O2,negative,1,['PEN']
C22H10O3,negative,1,['PEN']
C22H10O4,negative,1,['PEN']
C21H19O8,negative,1,['PET']
C21H19O8,positive,1,['PET']
C21H19O9,negative,1,['PET']
C21H19O9,positive,1,['PET']
C21H20O10,negative,1,['PET']
C21H20O10,positive,1,['PET']
C21H20O6,positive,1,['PET']
C21H20O7,negative,1,['PET']
C21H20O7,positive,1,['PET']
C21H20O8,negative,1,['PET']
C22H11O5,negative,1,['PEI']
C22H11O7,positive,1,['PEI']
C22H11O8,positive,1,['PEI']
C22H12N2O3,negative,1,['PI']
C22H12N2O4,negative,1,['PI']
C22H12N2O5,negative,1,['PI']
C21H21O8,negative,1,['PET']
C21H21O8,positive,1,['PET']
C21H21O9,positive,1,['PET']
C21H22O7,positive,1,['PET']
C21H22O8,negative,1,['PET']
C21H22O8,positive,1,['PET']
C21H23O8,positive,1,['PET']
C21H9N2O3,negative,1,['PI']
C21H9N2O4,negative,1,['PI']
C21H9N2O5,negative,1,['PI']
C14H8O5,negative,1,['PEN']
C14H8O6,positive,1,['PEN']
C14H9N2O2,negative,1,['Nomex']
C14H9N2O2,positive,1,['Nomex']
C14H9N3O2,negative,1,['Nomex']
C14H9N3O2,positive,1,['Nomex']
C14H9NO2,negative,1,['Nomex']
C14H9NO2,positive,1,['Nomex']
C22H10O7,positive,1,['PEI']
C22H10O8,negative,1,['PEI']
C22H10O8,positive,1,['PEI']
C22H11O2,negative,1,['PEN']
C22H11O2,positive,1,['PEN']
C22H11O3,negative,1,['PEN']
C22H11O3,positive,1,['PEN']
C22H11O4,positive,1,['PEN']
C22H14O2,positive,1,['PEN']
C22H12NO4,negative,1,['Nomex']
C22H12O2,negative,1,['PEN']
C22H12O2,positive,1,['PEN']
C22H12O3,positive,1,['PEN']
C22H12O4,negative,1,['PEI']
C22H12O5,negative,1,['PEI']
C22H12O5,positive,1,['PEI']
C22H13N2O3,negative,1,['PI']
C22H13N2O3,positive,1,['PI']
C22H13N2O4,positive,1,['PI']
C22H13N2O5,negative,1,['PI']
C22H13N2O5,positive,1,['PI']
C22H13NO4,negative,1,['Nomex']
C22H13NO4,positive,1,['Nomex']
C22H10O7,negative,1,['PEI']
C22H15NO4,negative,1,['Nomex']
C22H15NO4,positive,1,['Nomex']
C22H15O4,negative,1,['PEI']
C22H13O2,negative,1,['PEN']
C22H13O2,positive,1,['PEN']
C22H13O4,negative,1,['PEI']
C22H13O4,positive,1,['PEI']
C22H13O5,negative,1,['PEI']
C22H13O5,positive,1,['PEI']
C22H14N2O3,negative,1,['PI']
C22H14N2O3,positive,1,['PI']
C22H14N2O5,negative,1,['PI']
C22H14N2O5,positive,1,['PI']
C22H14N3O4,negative,1,['Nomex']
C22H14NO4,negative,1,['Nomex']
C22H14NO4,positive,1,['Nomex']
C22H16NO4,positive,1,['Nomex']
C22H17N2O4,positive,1,['Nomex']
C22H17N3O4,negative,1,['Nomex']
C22H17N3O4,positive,1,['Nomex']
C22H17N4O4,negative,1,['Nomex']
C22H14O4,negative,1,['PEI']
C22H14O4,positive,1,['PEI']
C22H14O5,negative,1,['PEI']
C22H14O5,positive,1,['PEI']
C22H15N2O3,negative,1,['PI']
C22H15N2O3,positive,1,['PI']
C22H15N2O5,negative,1,['PI']
C22H15N2O5,positive,1,['PI']
C22H15N3O4,negative,1,['Nomex']
C22H15N3O4,positive,1,['Nomex']
C22H15N4O4,negative,1,['Nomex']
C22H19O7,negative,1,['PET']
C22H19O7,positive,1,['PET']
C22H19O8,negative,1,['PET']
C22H19O8,positive,1,['PET']
C22H19O9,negative,1,['PET']
C22H19O9,positive,1,['PET']
C22H20O10,negative,1,['PET']
C22H15O4,positive,1,['PEI']
C22H15O5,negative,1,['PEI']
C22H15O5,positive,1,['PEI']
C22H16N2O3,positive,1,['PI']
C22H16N2O5,positive,1,['PI']
C22H16N3O4,negative,1,['Nomex']
C22H16N3O4,positive,1,['Nomex']
C22H16N4O4,negative,1,['Nomex']
C22H16N4O4,positive,1,['Nomex']
C22H21O8,positive,1,['PET']
C22H21O9,negative,1,['PET']
C22H21O9,positive,1,['PET']
C22H22O10,negative,1,['PET']
C22H22O10,positive,1,['PET']
C22H22O8,positive,1,['PET']
C22H22O9,negative,1,['PET']
C22H17N4O4,positive,1,['Nomex']
C22H18N3O4,positive,1,['Nomex']
C22H18N4O4,negative,1,['Nomex']
C22H18N4O4,positive,1,['Nomex']
C22H18O7,negative,1,['PET']
C22H18O8,negative,1,['PET']
C22H18O9,negative,1,['PET']
C22H19N4O4,positive,1,['Nomex']
C22H19O10,negative,1,['PET']
C22H9O7,negative,1,['PEI']
C22H9O7,positive,1,['PEI']
C22H9O8,negative,1,['PEI']
C22H9O8,positive,1,['PEI']
C23H10O3,negative,1,['PEN']
C23H10O4,negative,1,['PEN']
C23H10O5,negative,1,['PEN']
C22H20O10,positive,1,['PET']
C22H20O7,positive,1,['PET']
C22H20O8,negative,1,['PET']
C22H20O8,positive,1,['PET']
C22H20O9,negative,1,['PET']
C22H20O9,positive,1,['PET']
C22H21O10,negative,1,['PET']
C22H21O10,positive,1,['PET']
C22H21O8,negative,1,['PET']
C23H12O3,negative,1,['PEN']
C23H12O3,positive,1,['PEN']
C23H12O4,negative,1,['PEN']
C23H12O4,positive,1,['PEN']
C23H12O5,positive,1,['PEN']
C23H12O6,positive,1,['PEN']
C23H13O3,negative,1,['PEN']
C22H22O9,positive,1,['PET']
C22H23O10,positive,1,['PET']
C22H23O9,positive,1,['PET']
C22H7O7,negative,1,['PEI']
C22H7O8,negative,1,['PEI']
C22H8O7,negative,1,['PEI']
C22H8O7,positive,1,['PEI']
C22H8O8,negative,1,['PEI']
C22H8O8,positive,1,['PEI']
C14H7O6,negative,1,['PEN']
C14H7O6,positive,1,['PEN']
C14H8N2O2,negative,1,['Nomex']
C14H8N2O2,positive,1,['Nomex']
C14H8N3O2,negative,1,['Nomex']
C14H8NO2,negative,1,['Nomex']
C14H8NO2,positive,1,['Nomex']
C14H5O5,positive,1,['PEI']
C23H11O3,negative,1,['PEN']
C23H11O3,positive,1,['PEN']
C23H11O4,negative,1,['PEN']
C23H11O4,positive,1,['PEN']
C23H11O5,negative,1,['PEN']
C23H11O5,positive,1,['PEN']
C23H11O6,negative,1,['PEN']
C23H11O6,positive,1,['PEN']
C23H17O5,positive,1,['PEI']
C23H18O4,negative,1,['PEI']
C23H13O3,positive,1,['PEN']
C23H13O4,negative,1,['PEN']
C23H13O4,positive,1,['PEN']
C23H14O2,negative,1,['PEN']
C23H14O3,positive,1,['PEN']
C23H14O4,negative,1,['PEI']
C23H14O4,positive,1,['PEN']
C23H14O5,negative,1,['PEI']
C23H15O2,negative,1,['PEN']
C23H15O2,positive,1,['PEN']
C23H15O4,negative,1,['PEI']
C23H15O4,positive,1,['PEI']
C23H15O5,negative,1,['PEI']
C23H10O6,negative,1,['PEN']
C23H21O9,positive,1,['PET']
C23H22O10,negative,1,['PET']
C23H22O10,positive,1,['PET']
C23H22O8,positive,1,['PET']
C23H22O9,negative,1,['PET']
C23H22O9,positive,1,['PET']
C23H23O10,negative,1,['PET']
C23H15O5,positive,1,['PEI']
C23H16O2,positive,1,['PEN']
C23H16O4,negative,1,['PEI']
C23H16O4,positive,1,['PEI']
C23H16O5,negative,1,['PEI']
C23H16O5,positive,1,['PEI']
C23H17O4,negative,1,['PEI']
C23H17O4,positive,1,['PEI']
C23H17O5,negative,1,['PEI']
C24H10N2O6,positive,1,['PI']
C24H10N3O6,negative,1,['PI']
C24H10N3O6,positive,1,['PI']
C24H10N4O6,negative,1,['PI']
C24H10N4O6,positive,1,['PI']
C24H10O5,negative,1,['PEN']
C24H10O6,negative,1,['PEN']
C23H18O4,positive,1,['PEI']
C23H18O5,negative,1,['PEI']
C23H18O5,positive,1,['PEI']
C23H20O8,negative,1,['PET']
C23H20O9,negative,1,['PET']
C23H21O10,negative,1,['PET']
C23H21O8,negative,1,['PET']
C23H21O8,positive,1,['PET']
C23H21O9,negative,1,['PET']
C14H6NO2,negative,1,['Nomex']
C14H6O2,positive,1,['PEEK']
C14H6O4,positive,1,['PEI']
C14H6O5,positive,1,['PEI']
C14H6O6,negative,1,['PEN']
C14H7N2O2,negative,1,['Nomex']
C14H7NO2,negative,1,['Nomex']
C14H7NO2,positive,1,['Nomex']
C14H18O5,positive,1,['PET']
C23H23O9,negative,1,['PET']
C23H23O9,positive,1,['PET']
C23H24O10,negative,1,['PET']
C23H24O10,positive,1,['PET']
C23H24O9,positive,1,['PET']
C23H25O10,positive,1,['PET']
C24H10N2O6,negative,1,['PI']
C24H13N3O6,positive,1,['PI']
C24H10O8,negative,1,['PEI']
C24H11N2O6,negative,1,['PI']
C24H11N2O6,positive,1,['PI']
C24H11N3O6,negative,1,['PI']
C24H11N3O6,positive,1,['PI']
C24H11N4O6,negative,1,['PI']
C24H11N4O6,positive,1,['PI']
C24H11O5,negative,1,['PEN']
C24H11O5,positive,1,['PEN']
C24H11O6,negative,1,['PEN']
C24H11O6,positive,1,['PEN']
C24H11O8,negative,1,['PEI']
C24H11O8,positive,1,['PEI']
C24H12N2O6,negative,1,['PI']
C23H23O10,positive,1,['PET']
C24H14O5,negative,1,['PEN']
C24H14O5,positive,1,['PEN']
C24H12N2O6,positive,1,['PI']
C24H12N3O6,negative,1,['PI']
C24H12N3O6,positive,1,['PI']
C24H12N4O6,negative,1,['PI']
C24H12N4O6,positive,1,['PI']
C24H12O4,negative,1,['PEN']
C24H12O5,negative,1,['PEN']
C24H12O5,positive,1,['PEN']
C24H12O6,negative,1,['PEN']
C24H12O6,positive,1,['PEN']
C24H12O7,negative,1,['PEI']
C24H12O8,negative,1,['PEI']
C24H12O8,positive,1,['PEI']
C24H13N2O6,positive,1,['PI']
C24H16O5,negative,1,['PEN']
C24H16O5,positive,1,['PEN']
C24H17O3,negative,1,['PEEK']
C24H13N4O6,positive,1,['PI']
C24H13O4,negative,1,['PEN']
C24H13O4,positive,1,['PEN']
C24H13O5,negative,1,['PEN']
C24H13O5,positive,1,['PEN']
C24H13O6,negative,1,['PEN']
C24H13O6,positive,1,['PEN']
C24H13O7,negative,1,['PEI']
C24H13O7,positive,1,['PEI']
C24H13O8,negative,1,['PEI']
C24H13O8,positive,1,['PEI']
C24H14O4,negative,1,['PEN']
C24H14O4,positive,1,['PEN']
C24H21O2,negative,1,['PEI']
C24H21O3,negative,1,['PEI']
C24H22,negative,1,['PEI']
C24H22,positive,1,['PEI']
C24H22O,negative,1,['PEI']
C24H22O,positive,1,['PEI']
C24H14O6,positive,1,['PEN']
C24H14O7,positive,1,['PEI']
C24H14O8,positive,1,['PEI']
C24H15O4,negative,1,['PEN']
C24H15O4,positive,1,['PEN']
C24H15O5,negative,1,['PEN']
C24H15O5,positive,1,['PEN']
C24H16O3,negative,1,['PEEK']
C24H16O4,negative,1,['PEN']
C24H16O4,positive,1,['PEN']
C24H23O2,negative,1,['PEI']
C24H23O2,positive,1,['PEI']
C24H23O3,negative,1,['PEI']
C24H23O3,positive,1,['PEI']
C24H23O9,negative,1,['PET']
C24H23O9,positive,1,['PET']
C24H17O3,positive,1,['PEEK']
C24H17O4,negative,1,['PEN']
C24H17O4,positive,1,['PEN']
C24H17O5,negative,1,['PEN']
C24H17O5,positive,1,['PEN']
C24H18O3,positive,1,['PEEK']
C24H18O4,positive,1,['PEN']
C24H18O5,positive,1,['PEN']
C24H21,negative,1,['PEI']
C24H21O,negative,1,['PEI']
C24H24O9,negative,1,['PET']
C24H24O9,positive,1,['PET']
C24H25,positive,1,['PEI']
C24H25O,positive,1,['PEI']
C24H25O10,negative,1,['PET']
C24H25O10,positive,1,['PET']
C24H22O2,negative,1,['PEI']
C24H22O2,positive,1,['PEI']
C24H22O3,negative,1,['PEI']
C24H22O3,positive,1,['PEI']
C24H22O9,negative,1,['PET']
C24H23,negative,1,['PEI']
C24H23,positive,1,['PEI']
C24H23O,negative,1,['PEI']
C24H23O,positive,1,['PEI']
C24H23O10,negative,1,['PET']
C24H9N4O6,negative,1,['PI']
C25H12N3O6,negative,1,['PI']
C25H12N4O6,negative,1,['PI']
C25H12O5,negative,1,['PEN']
C25H12O6,negative,1,['PEN']
C25H12O7,negative,1,['PEN']
C24H24,negative,1,['PEI']
C24H24,positive,1,['PEI']
C24H24O,negative,1,['PEI']
C24H24O,positive,1,['PEI']
C24H24O10,negative,1,['PET']
C24H24O10,positive,1,['PET']
C24H24O2,negative,1,['PEI']
C24H24O2,positive,1,['PEI']
C24H24O3,negative,1,['PEI']
C24H24O3,positive,1,['PEI']
C25H13O5,positive,1,['PEN']
C25H13O6,negative,1,['PEN']
C25H13O6,positive,1,['PEN']
C25H13O7,positive,1,['PEN']
C25H13O8,positive,1,['PEN']
C25H14N3O6,negative,1,['PI']
C24H25O2,positive,1,['PEI']
C24H25O3,positive,1,['PEI']
C24H25O9,negative,1,['PET']
C24H25O9,positive,1,['PET']
C24H26O10,negative,1,['PET']
C24H26O10,positive,1,['PET']
C24H26O9,positive,1,['PET']
C24H27O10,positive,1,['PET']
C24H9N2O6,negative,1,['PI']
C24H9N3O6,negative,1,['PI']
C25H14O2,positive,1,['PEEK']
C25H14O3,negative,1,['PEEK']
C25H14O3,positive,1,['PEEK']
C25H14O5,negative,1,['PEN']
C25H14O5,positive,1,['PEN']
C25H14O6,negative,1,['PEN']
C25H14O6,positive,1,['PEN']
C25H14O8,negative,1,['PEI']
C25H12O8,negative,1,['PEN']
C25H13N3O6,negative,1,['PI']
C25H13N3O6,positive,1,['PI']
C25H13N4O6,negative,1,['PI']
C25H13N4O6,positive,1,['PI']
C25H13O2,negative,1,['PEEK']
C25H13O3,negative,1,['PEEK']
C25H13O5,negative,1,['PEN']
C14H18O7,negative,1,['PET']
C14H18O7,positive,1,['PET']
C14H19O6,positive,1,['PET']
C14H19O7,positive,1,['PET']
C14H4O3,negative,1,['PEI']
C14H4O4,negative,1,['PEI']
C14H4O5,negative,1,['PEI']
C14H5O2,negative,1,['PEEK']
C14H5O3,positive,1,['PEI']
C14H5O4,negative,1,['PEI']
C14H5O4,positive,1,['PEI']
C14H5O5,negative,1,['PEI']
C14H16O4,positive,1,['PET']
C25H14N4O6,negative,1,['PI']
C25H14N4O6,positive,1,['PI']
C25H14O2,negative,1,['PEEK']
C25H16O6,negative,1,['PEN']
C25H16O6,positive,1,['PEN']
C25H15N3O6,negative,1,['PI']
C25H15N3O6,positive,1,['PI']
C25H15N4O6,negative,1,['PI']
C25H15N4O6,positive,1,['PI']
C25H15O2,negative,1,['PEEK']
C25H15O2,positive,1,['PEEK']
C25H15O3,negative,1,['PEEK']
C25H15O3,positive,1,['PEEK']
C25H15O5,positive,1,['PEN']
C25H15O6,negative,1,['PEN']
C25H15O6,positive,1,['PEN']
C25H14N3O6,positive,1,['PI']
C14H18O6,negative,1,['PET']
C14H18O6,positive,1,['PET']
C25H17O2,positive,1,['PEEK']
C25H17O3,negative,1,['PEEK']
C25H17O3,positive,1,['PEEK']
C25H17O6,negative,1,['PEN']
C25H17O6,positive,1,['PEN']
C25H17O7,negative,1,['PEN']
C25H17O8,positive,1,['PEI']
C25H18O3,positive,1,['PEEK']
C25H15O8,negative,1,['PEI']
C25H15O8,positive,1,['PEI']
C25H16N3O6,positive,1,['PI']
C25H16N4O6,positive,1,['PI']
C25H16O2,negative,1,['PEEK']
C25H16O2,positive,1,['PEEK']
C25H16O3,negative,1,['PEEK']
C25H16O3,positive,1,['PEEK']
C14H16O5,positive,1,['PET']
C14H16O6,negative,1,['PET']
C14H16O6,positive,1,['PET']
C14H16O7,negative,1,['PET']
C14H16O7,positive,1,['PET']
C14H16O8,negative,1,['PET']
C14H16O8,positive,1,['PET']
C14H17O5,negative,1,['PET']
C14H17O5,positive,1,['PET']
C14H17O6,negative,1,['PET']
C14H17O6,positive,1,['PET']
C14H17O7,negative,1,['PET']
C14H17O7,positive,1,['PET']
C14H17O8,positive,1,['PET']
C14H14O6,negative,1,['PET']
C25H16O8,positive,1,['PEI']
C26H15N4O6,negative,1,['PI']
C26H15O3,negative,1,['PEEK']
C26H15O3,positive,1,['PEEK']
C26H15O4,negative,1,['PEEK']
C26H15O4,positive,1,['PEEK']
C25H18O6,positive,1,['PEN']
C25H18O7,positive,1,['PEN']
C25H19O4,negative,1,['PEI']
C25H20O4,negative,1,['PEI']
C25H20O4,positive,1,['PEI']
C25H20O5,negative,1,['PEI']
C25H21O4,positive,1,['PEI']
C25H21O5,positive,1,['PEI']
C26H13O3,negative,1,['PEEK']
C25H16O8,negative,1,['PEI']
C14H16O5,negative,1,['PET']
C26H15O8,positive,1,['PEN']
C26H16N3O2,negative,1,['Nomex']
C26H16N4O6,negative,1,['PI']
C26H16N4O6,positive,1,['PI']
C26H16O3,negative,1,['PEEK']
C26H16O3,positive,1,['PEEK']
C26H16O4,negative,1,['PEEK']
C26H16O4,positive,1,['PEEK']
C26H13O4,negative,1,['PEEK']
C26H14O3,negative,1,['PEEK']
C26H14O3,positive,1,['PEEK']
C26H14O4,negative,1,['PEEK']
C26H14O4,positive,1,['PEEK']
C26H14O6,negative,1,['PEN']
C26H14O7,negative,1,['PEN']
C26H14O8,negative,1,['PEN']
C14H14O8,negative,1,['PET']
C14H14O8,positive,1,['PET']
C14H15O4,negative,1,['PET']
C14H15O5,negative,1,['PET']
C14H15O5,positive,1,['PET']
C14H15O6,negative,1,['PET']
C14H15O6,positive,1,['PET']
C14H15O7,negative,1,['PET']
C14H15O7,positive,1,['PET']
C14H15O8,negative,1,['PET']
C14H15O8,positive,1,['PET']
C14H13N4O2,positive,1,['Nomex']
C26H15O6,positive,1,['PEN']
C26H15O7,negative,1,['PEN']
C26H15O7,positive,1,['PEN']
C26H15O8,negative,1,['PEN']
C26H18O4,positive,1,['PEEK']
C26H16O7,negative,1,['PEN']
C26H16O7,positive,1,['PEN']
C26H16O8,negative,1,['PEN']
C26H16O8,positive,1,['PEN']
C26H17N3O2,negative,1,['Nomex']
C26H17N3O2,positive,1,['Nomex']
C26H17N4O6,negative,1,['PI']
C26H17N4O6,positive,1,['PI']
C26H17O3,negative,1,['PEEK']
C26H17O3,positive,1,['PEEK']
C26H17O4,negative,1,['PEEK']
C26H17O4,positive,1,['PEEK']
C14H14O6,positive,1,['PET']
C14H14O7,negative,1,['PET']
C14H14O7,positive,1,['PET']
C26H19O5,negative,1,['PEN']
C26H19O6,negative,1,['PEN']
C26H19O7,negative,1,['PEN']
C26H19O7,positive,1,['PEN']
C26H20N3O2,positive,1,['Nomex']
C26H20O4,negative,1,['PEI']
C26H17O7,negative,1,['PEN']
C26H17O7,positive,1,['PEN']
C26H17O8,negative,1,['PEN']
C26H17O8,positive,1,['PEN']
C26H18N3O2,negative,1,['Nomex']
C26H18N3O2,positive,1,['Nomex']
C26H18N4O6,negative,1,['PI']
C26H18N4O6,positive,1,['PI']
C26H18O3,positive,1,['PEEK']
C26H18O4,negative,1,['PEN']
C26H20O7,positive,1,['PEN']
C26H21O4,negative,1,['PEI']
C26H21O4,positive,1,['PEI']
C26H21O6,negative,1,['PEN']
C26H21O6,positive,1,['PEN']
C26H22O4,negative,1,['PEI']
C26H22O4,positive,1,['PEI']
C26H22O5,negative,1,['PEI']
C26H18O7,negative,1,['PEN']
C26H18O7,positive,1,['PEN']
C26H18O8,positive,1,['PEN']
C26H19N3O2,negative,1,['Nomex']
C26H19N3O2,positive,1,['Nomex']
C26H19N4O6,positive,1,['PI']
C26H19O4,negative,1,['PEN']
C26H19O4,positive,1,['PEN']
C26H23O5,negative,1,['PEI']
C26H23O5,positive,1,['PEI']
C26H23O6,positive,1,['PEN']
C26H24O4,positive,1,['PEI']
C26H24O5,positive,1,['PEI']
C27H13N2O4,negative,1,['PI']
C27H13N2O5,negative,1,['PI']
C27H13NO4,negative,1,['PI']
C27H13NO5,negative,1,['PI']
C27H14N2O4,negative,1,['PI']
C27H14N2O4,positive,1,['PI']
C27H14N2O5,negative,1,['PI']
C26H20O4,positive,1,['PEN']
C26H20O5,positive,1,['PEN']
C26H20O6,negative,1,['PEN']
C26H20O6,positive,1,['PEN']
C27H14NO5,positive,1,['PI']
C27H15N2O4,negative,1,['PI']
C27H15N2O4,positive,1,['PI']
C27H15N2O5,negative,1,['PI']
