formula,ion_mode,material_count,materials
C12H11O7,negative,1,['PET']
C12H11O7,positive,1,['PET']
C12H11S2,positive,1,['PPS']
C12H12N3,positive,1,['Nomex']
C12H12O,positive,1,['PEN']
C12H12O2,positive,1,['PEN']
C12H12O3,positive,1,['PET']
C12H12O4,negative,1,['PET']
C12H12O4,positive,1,['PET']
C12H12O5,negative,1,['PET']
C12H12O5,positive,1,['PET']
C12H12O6,negative,1,['PET']
C12H10O7,negative,1,['PET']
C4H8F,negative,1,['PVDF']
C4H8F,positive,1,['PVDF']
C4H8F2,negative,1,['PVDF']
C12H11N3,positive,1,['Nomex']
C12H11O,negative,1,['PEN']
C12H11O,positive,1,['PEN']
C12H11O2,negative,1,['PEN']
C12H11O3,negative,1,['PET']
C12H11O4,negative,1,['PET']
C12H11O4,positive,1,['PET']
C12H10N,positive,1,['Nomex']
C4H9F,positive,1,['PVDF']
C4H9F2,positive,1,['PVDF']
C4HF4,negative,1,['ETFE']
C4HF5,negative,1,['ETFE']
C4HF5,positive,1,['ETFE']
C12H11O5,positive,1,['PET']
C12H11O6,negative,1,['PET']
C12H11O6,positive,1,['PET']
C51H28N4O11,negative,1,['PI']
C51H28N4O11,positive,1,['PI']
C51H28N5O11,negative,1,['PI']
C51H25N4O11,negative,1,['PI']
C51H25N5O11,negative,1,['PI']
C51H25O12,negative,1,['PEI']
C51H25O13,negative,1,['PEI']
C51H26N4O11,negative,1,['PI']
C51H26N4O11,positive,1,['PI']
C51H26N5O11,negative,1,['PI']
C12H10O7,positive,1,['PET']
C12H10S,positive,1,['PPS']
C12H10S2,negative,1,['PPS']
C12H10S2,positive,1,['PPS']
C12H11N2,positive,1,['Nomex']
C12H11N3,negative,1,['Nomex']
C52H29N5O11,positive,1,['PI']
C52H29O12,negative,1,['PEI']
C52H29O12,positive,1,['PEI']
C51H26N5O11,positive,1,['PI']
C51H26O12,negative,1,['PEI']
C51H26O12,positive,1,['PEI']
C51H26O13,negative,1,['PEI']
C51H26O13,positive,1,['PEI']
C51H27N4O11,negative,1,['PI']
C51H27N4O11,positive,1,['PI']
C51H27N5O11,negative,1,['PI']
C51H27N5O11,positive,1,['PI']
C51H27O12,negative,1,['PEI']
C51H27O12,positive,1,['PEI']
C51H27O13,negative,1,['PEI']
C51H27O13,positive,1,['PEI']
C52H31O13,positive,1,['PEI']
C52H32N5O11,positive,1,['PI']
C52H32O12,positive,1,['PEI']
C51H28N5O11,positive,1,['PI']
C51H28O12,negative,1,['PEI']
C51H28O12,positive,1,['PEI']
C51H28O13,negative,1,['PEI']
C51H28O13,positive,1,['PEI']
C51H29N4O11,positive,1,['PI']
C51H29N5O11,positive,1,['PI']
C51H29O12,positive,1,['PEI']
C51H29O13,positive,1,['PEI']
C52H28N5O11,negative,1,['PI']
C52H28O12,negative,1,['PEI']
C52H28O13,negative,1,['PEI']
C52H29N5O11,negative,1,['PI']
C53H34O13,negative,1,['PEI']
C53H34O13,positive,1,['PEI']
C53H35O12,positive,1,['PEI']
C52H29O13,negative,1,['PEI']
C52H29O13,positive,1,['PEI']
C52H30N5O11,negative,1,['PI']
C52H30N5O11,positive,1,['PI']
C52H30O12,negative,1,['PEI']
C52H30O12,positive,1,['PEI']
C52H30O13,negative,1,['PEI']
C52H30O13,positive,1,['PEI']
C52H31N5O11,negative,1,['PI']
C52H31N5O11,positive,1,['PI']
C52H31O12,negative,1,['PEI']
C52H31O12,positive,1,['PEI']
C52H31O13,negative,1,['PEI']
C5H10F,positive,1,['ETFE']
C5H10F2,negative,1,['ETFE']
C5H10F2,positive,1,['ETFE']
C52H32O13,positive,1,['PEI']
C53H31O12,negative,1,['PEI']
C53H31O13,negative,1,['PEI']
C53H32O12,negative,1,['PEI']
C53H32O12,positive,1,['PEI']
C53H32O13,negative,1,['PEI']
C53H32O13,positive,1,['PEI']
C53H33O12,negative,1,['PEI']
C53H33O12,positive,1,['PEI']
C53H33O13,negative,1,['PEI']
C53H33O13,positive,1,['PEI']
C53H34O12,negative,1,['PEI']
C53H34O12,positive,1,['PEI']
C5H11F2,positive,1,['ETFE']
C5H11O,negative,1,['EVA']
C5H11O,positive,1,['EVA']
C5H11O2,positive,1,['EVA']
C53H35O13,positive,1,['PEI']
C59H28O16,negative,1,['PEI']
C59H29O16,negative,1,['PEI']
C59H29O16,positive,1,['PEI']
C59H30O16,negative,1,['PEI']
C59H30O16,positive,1,['PEI']
C59H31O16,negative,1,['PEI']
C59H31O16,positive,1,['PEI']
C59H32O16,positive,1,['PEI']
C5H10,negative,1,['EVA']
C5H10,positive,1,['EVA']
C5H10F,negative,1,['ETFE']
C12H10N2,negative,1,['Nomex']
C12H10N2,positive,1,['Nomex']
C12H10N3,negative,1,['Nomex']
C12H10N3,positive,1,['Nomex']
C12H10O,negative,1,['PEN']
C12H10O4,negative,1,['PET']
C12H10O5,negative,1,['PET']
C12H10O5,positive,1,['PET']
C12H10O6,negative,1,['PET']
C12H10O6,positive,1,['PET']
C11H8O6,positive,1,['PET']
C5H10O,positive,1,['EVA']
C5H10O2,negative,1,['EVA']
C5H10O2,positive,1,['EVA']
C5H11,negative,1,['EVA']
C5H11F,positive,1,['ETFE']
C5H4O3,negative,1,['EVA']
C5H12,positive,1,['EVA']
C5H12O,positive,1,['EVA']
C5H2F5,negative,1,['ETFE']
C5H2F6,negative,1,['ETFE']
C5H2F6,positive,1,['ETFE']
C5H2F7,negative,1,['ETFE']
C5H2F7,positive,1,['ETFE']
C5H2F8,negative,1,['ETFE']
C5H2F8,positive,1,['ETFE']
C5H3F4,negative,1,['ETFE']
C5H3F5,negative,1,['ETFE']
C5H3F5,positive,1,['ETFE']
C5H3F6,negative,1,['ETFE']
C5H3F6,positive,1,['ETFE']
C5H10O,negative,1,['EVA']
C5H5O3,negative,1,['EVA']
C5H3F7,negative,1,['ETFE']
C5H3F7,positive,1,['ETFE']
C5H3F8,negative,1,['ETFE']
C5H3F8,positive,1,['ETFE']
C5H4F3,negative,1,['ETFE']
C5H4F4,negative,1,['ETFE']
C5H4F4,positive,1,['ETFE']
C5H4F5,negative,1,['ETFE']
C5H4F5,positive,1,['ETFE']
C5H4F6,negative,1,['ETFE']
C5H4F6,positive,1,['ETFE']
C5H4F7,negative,1,['ETFE']
C5H4F7,positive,1,['ETFE']
C5H4F8,negative,1,['ETFE']
C5H4F8,positive,1,['ETFE']
C5H6F6,negative,1,['ETFE']
C5H6F6,positive,1,['ETFE']
C5H6O,negative,1,['EVA']
C5H6O2,positive,1,['EVA']
C5H5,negative,1,['COC']
C5H5F3,negative,1,['ETFE']
C5H5F3,positive,1,['ETFE']
C5H5F4,negative,1,['ETFE']
C5H5F4,positive,1,['ETFE']
C5H5F5,negative,1,['ETFE']
C5H5F5,positive,1,['ETFE']
C5H5F6,negative,1,['ETFE']
C5H5F6,positive,1,['ETFE']
C5H5F7,positive,1,['ETFE']
C5H5F8,positive,1,['ETFE']
C5H5O2,negative,1,['EVA']
C11H8O7,positive,1,['PET']
C11H9O,negative,1,['PEN']
C11H9O,positive,1,['PEN']
C11H9O5,negative,1,['PET']
C11H9O5,positive,1,['PET']
C11H9O6,negative,1,['PET']
C11H9O6,positive,1,['PET']
C11H9O7,negative,1,['PET']
C11H9O7,positive,1,['PET']
C12H10,positive,1,['PEN']
C5H6F3,negative,1,['ETFE']
C5H6F3,positive,1,['ETFE']
C5H6F4,negative,1,['ETFE']
C5H6F4,positive,1,['ETFE']
C5H6F5,negative,1,['ETFE']
C5H6F5,positive,1,['ETFE']
C5H8,positive,1,['EVA']
C5H8F,negative,1,['ETFE']
C5H8F,positive,1,['ETFE']
C5H8F2,negative,1,['ETFE']
C5H6O3,positive,1,['EVA']
C5H7,negative,1,['EVA']
C5H7F,negative,1,['ETFE']
C5H7F2,negative,1,['ETFE']
C5H7F3,negative,1,['ETFE']
C5H7F3,positive,1,['ETFE']
C5H7F4,negative,1,['ETFE']
C5H7F4,positive,1,['ETFE']
C5H7F5,negative,1,['ETFE']
C5H7F5,positive,1,['ETFE']
C5H5O3,positive,1,['EVA']
C11H8O7,negative,1,['PET']
C11H7O5,negative,1,['PET']
C11H7O5,positive,1,['PET']
C11H7O6,negative,1,['PET']
C11H7O6,positive,1,['PET']
C11H7O7,negative,1,['PET']
C11H7O7,positive,1,['PET']
C11H8O,negative,1,['PEN']
C11H8O,positive,1,['PEN']
C11H8O3,positive,1,['PEI']
C11H8O5,negative,1,['PET']
C11H8O5,positive,1,['PET']
C11H8O6,negative,1,['PET']
C11H6O,negative,1,['PEN']
C5H7O,negative,1,['EVA']
C5H7O,positive,1,['EVA']
C5H8,negative,1,['EVA']
C5H9F3,positive,1,['ETFE']
C5H9F4,positive,1,['ETFE']
C5H9O,negative,1,['EVA']
C5H9O,positive,1,['EVA']
C5H9O2,negative,1,['EVA']
C5H9O2,positive,1,['EVA']
C5H8F2,positive,1,['ETFE']
C5H8F3,negative,1,['ETFE']
C5H8F3,positive,1,['ETFE']
C5H8F4,negative,1,['ETFE']
C5H8F4,positive,1,['ETFE']
C5H8F5,positive,1,['ETFE']
C5H8O,negative,1,['EVA']
C5H8O,positive,1,['EVA']
C5H8O2,negative,1,['EVA']
C5H7F6,positive,1,['ETFE']
C11H6O2,positive,1,['PEN']
C11H6O3,negative,1,['PEI']
C11H6O5,negative,1,['PET']
C11H6O6,negative,1,['PET']
C11H6O7,negative,1,['PET']
C11H7O,negative,1,['PEN']
C11H7O,positive,1,['PEN']
C11H7O2,negative,1,['PEN']
C11H7O2,positive,1,['PEN']
C11H7O3,negative,1,['PEI']
C11H7O3,positive,1,['PEI']
C11H16,negative,1,['COC']
C5H9F,negative,1,['ETFE']
C5H9F,positive,1,['ETFE']
C5H9F2,negative,1,['ETFE']
C5H9F2,positive,1,['ETFE']
C6H10O4,positive,1,['EVA']
C5HF6,negative,1,['ETFE']
C5HF7,negative,1,['ETFE']
C5HF8,negative,1,['ETFE']
C60H31O16,negative,1,['PEI']
C60H32O16,negative,1,['PEI']
C60H32O16,positive,1,['PEI']
C60H33O16,negative,1,['PEI']
C60H33O16,positive,1,['PEI']
C60H34O16,negative,1,['PEI']
C60H34O16,positive,1,['PEI']
C60H35O16,positive,1,['PEI']
C6H10,negative,1,['EVA']
C5H9,negative,1,['EVA']
C11H6O,positive,1,['PEN']
C11H6O2,negative,1,['PEN']
C6H11O3,positive,1,['EVA']
C6H11O4,positive,1,['EVA']
C6H12,negative,1,['EVA']
C6H12,positive,1,['EVA']
C6H10,positive,1,['EVA']
C6H10F2,negative,1,['ETFE']
C6H10F2,positive,1,['ETFE']
C6H10F3,negative,1,['ETFE']
C6H10F3,positive,1,['ETFE']
C6H10O,negative,1,['EVA']
C6H10O,positive,1,['EVA']
C6H10O2,negative,1,['EVA']
C6H10O2,positive,1,['EVA']
C6H10O3,negative,1,['EVA']
C6H10O3,positive,1,['EVA']
C6H10O4,negative,1,['EVA']
C6H13O,positive,1,['EVA']
C6H13O2,negative,1,['EVA']
C6H13O2,positive,1,['EVA']
C6H14,negative,1,['EVA']
C6H14,positive,1,['EVA']
C6H14O,negative,1,['EVA']
C6H11,negative,1,['EVA']
C6H11F2,negative,1,['ETFE']
C6H11F2,positive,1,['ETFE']
C6H11F3,negative,1,['ETFE']
C6H11F3,positive,1,['ETFE']
C6H11O,negative,1,['EVA']
C6H11O,positive,1,['EVA']
C6H11O2,negative,1,['EVA']
C6H11O2,positive,1,['EVA']
C6H11O3,negative,1,['EVA']
C6H3F6,negative,1,['ETFE']
C6H3F7,negative,1,['ETFE']
C6H4F5,negative,1,['ETFE']
C6H4F6,negative,1,['ETFE']
C6H4F6,positive,1,['ETFE']
C6H4F7,negative,1,['ETFE']
C6H12F2,positive,1,['ETFE']
C6H12F3,positive,1,['ETFE']
C6H12O,negative,1,['EVA']
C6H12O,positive,1,['EVA']
C6H12O2,negative,1,['EVA']
C6H12O2,positive,1,['EVA']
C6H12O3,positive,1,['EVA']
C6H13,negative,1,['EVA']
C6H13,positive,1,['EVA']
C6H13O,negative,1,['EVA']
C11H18,positive,1,['COC']
C11H19,negative,1,['COC']
C11H19,positive,1,['COC']
C11H20,negative,1,['COC']
C11H20,positive,1,['COC']
C11H21,positive,1,['COC']
C11H4O,negative,1,['PEN']
C11H4O2,negative,1,['PEN']
C11H5O,negative,1,['PEN']
C11H5O,positive,1,['PEN']
C11H5O2,negative,1,['PEN']
C11H5O2,positive,1,['PEN']
C11H12O6,negative,1,['PET']
C6H14O2,positive,1,['EVA']
C6H15,positive,1,['EVA']
C6H15O,positive,1,['EVA']
C6H4F7,positive,1,['ETFE']
C6H4N,negative,1,['Nomex']
C6H4N,positive,1,['Nomex']
C6H4NO,positive,1,['PI']
C6H4O2,negative,1,['PEEK']
C6H4O2,positive,1,['PEEK']
C6H4S,negative,1,['PPS']
C6H4S,positive,1,['PPS']
C6H5F4,negative,1,['ETFE']
C6H5F5,negative,1,['ETFE']
C6H5F5,positive,1,['ETFE']
C6H5F6,negative,1,['ETFE']
C6H14O,positive,1,['EVA']
C11H17,negative,1,['COC']
C11H17,positive,1,['COC']
C11H18,negative,1,['COC']
C6H6O,positive,1,['PEEK']
C6H6O2,negative,1,['PEEK']
C6H5F6,positive,1,['ETFE']
C6H5F7,negative,1,['ETFE']
C6H5F7,positive,1,['ETFE']
C6H5N,negative,1,['Nomex']
C6H5N,positive,1,['Nomex']
C6H5N2,negative,1,['Nomex']
C6H5N2,positive,1,['Nomex']
C6H5O2,negative,1,['PEEK']
C6H5O2,positive,1,['PEEK']
C6H5O4,negative,1,['EVA']
C6H5S,negative,1,['PPS']
C6H5S,positive,1,['PPS']
C6H5S2,negative,1,['PPS']
C6H6,negative,1,['STD001']
C6H7F4,positive,1,['ETFE']
C6H7F5,negative,1,['ETFE']
C6H7F5,positive,1,['ETFE']
C6H6,positive,1,['STD001']
C6H6F4,negative,1,['ETFE']
C6H6F4,positive,1,['ETFE']
C6H6F5,negative,1,['ETFE']
C6H6F5,positive,1,['ETFE']
C6H6F6,negative,1,['ETFE']
C6H6F6,positive,1,['ETFE']
C6H6F7,negative,1,['ETFE']
C6H6F7,positive,1,['ETFE']
C6H6N,negative,1,['Nomex']
C6H6N2,negative,1,['Nomex']
C6H6N2,positive,1,['Nomex']
C6H6O,negative,1,['PEEK']
C6H7N2,positive,1,['Nomex']
C6H7O2,negative,1,['EVA']
C6H7O3,negative,1,['EVA']
C6H7O3,positive,1,['EVA']
C6H7S2,positive,1,['PPS']
C6H8F2,negative,1,['ETFE']
C6H6O2,positive,1,['PEEK']
C6H6O3,negative,1,['EVA']
C6H6O4,positive,1,['EVA']
C6H6S,negative,1,['PPS']
C6H6S,positive,1,['PPS']
C6H6S2,negative,1,['PPS']
C6H6S2,positive,1,['PPS']
C6H7F2,negative,1,['ETFE']
C6H7F3,negative,1,['ETFE']
C6H7F4,negative,1,['ETFE']
C6H8F4,positive,1,['ETFE']
C6H8F5,negative,1,['ETFE']
C6H8F5,positive,1,['ETFE']
C6H8F6,negative,1,['ETFE']
C6H8F6,positive,1,['ETFE']
C6H8F7,positive,1,['ETFE']
C6H8O2,negative,1,['EVA']
C6H8O2,positive,1,['EVA']
C6H8O3,negative,1,['EVA']
C6H8O3,positive,1,['EVA']
C6H8O4,negative,1,['EVA']
C6H7F6,negative,1,['ETFE']
C6H7F6,positive,1,['ETFE']
C6H7F7,negative,1,['ETFE']
C6H7F7,positive,1,['ETFE']
C6H7N2,negative,1,['Nomex']
C11H13O4,negative,1,['PET']
C11H13O4,positive,1,['PET']
C11H13O5,negative,1,['PET']
C11H13O5,positive,1,['PET']
C11H13O6,positive,1,['PET']
C11H14O3,positive,1,['PET']
C11H14O4,negative,1,['PET']
C11H14O4,positive,1,['PET']
C11H14O5,negative,1,['PET']
C11H14O5,positive,1,['PET']
C11H15O4,positive,1,['PET']
C11H15O5,positive,1,['PET']
C11H11O2,positive,1,['PET']
C6H8F3,negative,1,['ETFE']
C6H8F3,positive,1,['ETFE']
C6H8F4,negative,1,['ETFE']
C7H10F5,positive,1,['ETFE']
C6H9,negative,1,['EVA']
C6H9F2,negative,1,['ETFE']
C6H9F2,positive,1,['ETFE']
C6H9F3,negative,1,['ETFE']
C6H9F3,positive,1,['ETFE']
C6H9F4,positive,1,['ETFE']
C6H9F5,positive,1,['ETFE']
C6H9F6,positive,1,['ETFE']
C6H9O,negative,1,['EVA']
C6H9O2,negative,1,['EVA']
C6H9O2,positive,1,['EVA']
C6H8F2,positive,1,['ETFE']
C11H12O6,positive,1,['PET']
C11H13O3,negative,1,['PET']
C11H13O3,positive,1,['PET']
C7H11F3,positive,1,['ETFE']
C7H11F4,negative,1,['ETFE']
C7H11F4,positive,1,['ETFE']
C7H11F5,negative,1,['ETFE']
C7H11F5,positive,1,['ETFE']
C6H9O3,negative,1,['EVA']
C6H9O3,positive,1,['EVA']
C6H9O4,negative,1,['EVA']
C6H9O4,positive,1,['EVA']
C7H10,negative,1,['COC']
C7H10,positive,1,['COC']
C7H10F3,negative,1,['ETFE']
C7H10F3,positive,1,['ETFE']
C7H10F4,negative,1,['ETFE']
C7H10F4,positive,1,['ETFE']
C7H10F5,negative,1,['ETFE']
C7H12O2,negative,1,['EVA']
C7H12O2,positive,1,['EVA']
C7H12O3,negative,1,['EVA']
C7H12O3,positive,1,['EVA']
C7H12O4,negative,1,['EVA']
C7H10F6,positive,1,['ETFE']
C7H10F7,positive,1,['ETFE']
C7H10O2,negative,1,['EVA']
C7H10O2,positive,1,['EVA']
C7H10O3,negative,1,['EVA']
C7H10O3,positive,1,['EVA']
C7H10O4,negative,1,['EVA']
C7H10O4,positive,1,['EVA']
C7H11,negative,1,['COC']
C7H11,positive,1,['COC']
C7H11F3,negative,1,['ETFE']
C7H14,positive,1,['EVA']
C7H14O,negative,1,['EVA']
C7H14O,positive,1,['EVA']
C7H14O2,negative,1,['EVA']
C7H14O2,positive,1,['EVA']
C7H11O2,negative,1,['EVA']
C7H11O2,positive,1,['EVA']
C7H11O3,negative,1,['EVA']
C7H11O3,positive,1,['EVA']
C7H11O4,negative,1,['EVA']
C7H11O4,positive,1,['EVA']
C7H12,negative,1,['EVA']
C7H12F3,positive,1,['ETFE']
C7H12F4,positive,1,['ETFE']
C7H12F5,positive,1,['ETFE']
C7H12O,negative,1,['EVA']
C7H16O2,positive,1,['EVA']
C7H2NO,negative,1,['Nomex']
C7H3N2O,negative,1,['Nomex']
C7H3NO,negative,1,['Nomex']
C7H3NO,positive,1,['Nomex']
C7H12O4,positive,1,['EVA']
C7H13,negative,1,['EVA']
C7H13,positive,1,['EVA']
C7H13O,negative,1,['EVA']
C7H13O,positive,1,['EVA']
C7H13O2,negative,1,['EVA']
C7H13O2,positive,1,['EVA']
C7H13O3,negative,1,['EVA']
C7H13O3,positive,1,['EVA']
C7H13O4,positive,1,['EVA']
C7H14,negative,1,['EVA']
C7H4N2O,negative,1,['Nomex']
C7H4N2O,positive,1,['Nomex']
C7H4N3O,negative,1,['Nomex']
C7H4NO,negative,1,['Nomex']
C7H4NO,positive,1,['Nomex']
C7H4NO2,positive,1,['PI']
C7H4O3,negative,1,['PEEK']
C7H14O3,positive,1,['EVA']
C7H15,negative,1,['EVA']
C7H15,positive,1,['EVA']
C7H15O,negative,1,['EVA']
C7H15O,positive,1,['EVA']
C7H15O2,negative,1,['EVA']
C7H15O2,positive,1,['EVA']
C7H16,positive,1,['EVA']
C7H16O,positive,1,['EVA']
C11H11O3,positive,1,['PET']
C11H11O4,negative,1,['PET']
C11H11O4,positive,1,['PET']
C11H11O5,negative,1,['PET']
C11H11O5,positive,1,['PET']
C11H11O6,negative,1,['PET']
C11H11O6,positive,1,['PET']
C11H12O2,positive,1,['PET']
C11H12O3,negative,1,['PET']
C11H12O3,positive,1,['PET']
C11H12O4,negative,1,['PET']
C11H12O4,positive,1,['PET']
C11H12O5,negative,1,['PET']
C11H12O5,positive,1,['PET']
C10H9O4,negative,1,['PET']
C7H3O3,negative,1,['PEEK']
C7H7F5,negative,1,['ETFE']
C7H7F5,positive,1,['ETFE']
C7H7F6,negative,1,['ETFE']
C7H4O3,positive,1,['PEEK']
C7H5N2O,negative,1,['Nomex']
C7H5N2O,positive,1,['Nomex']
C7H5N3O,negative,1,['Nomex']
C7H5N3O,positive,1,['Nomex']
C7H5NO,negative,1,['Nomex']
C7H5NO,positive,1,['Nomex']
C7H5O3,negative,1,['PEEK']
C7H5O3,positive,1,['PEEK']
C7H6F5,negative,1,['ETFE']
C7H6F6,negative,1,['ETFE']
C7H6F7,negative,1,['ETFE']
C11H11O3,negative,1,['PET']
C7H7O,positive,1,['PET']
C7H7O4,negative,1,['EVA']
C7H8,negative,1,['STD001']
C7H8,positive,1,['STD001']
C7H8F3,negative,1,['ETFE']
C7H8F4,negative,1,['ETFE']
C7H6N2O,negative,1,['Nomex']
C7H6N2O,positive,1,['Nomex']
C7H6N3O,negative,1,['Nomex']
C7H6N3O,positive,1,['Nomex']
C7H6NO,negative,1,['Nomex']
C7H6NO,positive,1,['Nomex']
C7H6O2,negative,1,['PEEK']
C7H6O2,positive,1,['PEEK']
C7H6O3,positive,1,['PEEK']
C7H7,negative,1,['STD001']
C7H8O,positive,1,['PET']
C7H8O4,negative,1,['EVA']
C7H8O4,positive,1,['EVA']
C7H9,negative,1,['COC']
C7H9F3,negative,1,['ETFE']
C7H9F3,positive,1,['ETFE']
C7H7F6,positive,1,['ETFE']
C7H7F7,negative,1,['ETFE']
C7H7F7,positive,1,['ETFE']
C7H7N2O,negative,1,['Nomex']
C7H7N2O,positive,1,['Nomex']
C7H7N3O,negative,1,['Nomex']
C7H7N3O,positive,1,['Nomex']
C7H7NO,negative,1,['Nomex']
C7H7NO,positive,1,['Nomex']
C7H7O,negative,1,['PET']
C7H9O3,negative,1,['EVA']
C7H9O4,negative,1,['EVA']
C7H9O4,positive,1,['EVA']
C8H10F4,negative,1,['ETFE']
C8H10F4,positive,1,['ETFE']
C8H10F5,negative,1,['ETFE']
C8H10F5,positive,1,['ETFE']
C7H8F5,negative,1,['ETFE']
C7H8F5,positive,1,['ETFE']
C7H8F6,negative,1,['ETFE']
C7H8F6,positive,1,['ETFE']
C7H8F7,negative,1,['ETFE']
C7H8F7,positive,1,['ETFE']
C7H8N2O,negative,1,['Nomex']
C7H8N2O,positive,1,['Nomex']
C7H8N3O,positive,1,['Nomex']
C8H11F4,positive,1,['ETFE']
C8H11F5,negative,1,['ETFE']
C8H11F5,positive,1,['ETFE']
C8H11F6,negative,1,['ETFE']
C8H11F6,positive,1,['ETFE']
C8H11O4,negative,1,['EVA']
C8H11O4,positive,1,['EVA']
C7H9F4,negative,1,['ETFE']
C7H9F4,positive,1,['ETFE']
C7H9F5,negative,1,['ETFE']
C7H9F5,positive,1,['ETFE']
C7H9F6,negative,1,['ETFE']
C7H9F6,positive,1,['ETFE']
C7H9F7,negative,1,['ETFE']
C7H9F7,positive,1,['ETFE']
C7H9O2,negative,1,['EVA']
C8H12O3,negative,1,['EVA']
C8H12O4,negative,1,['EVA']
C8H12O4,positive,1,['EVA']
C8H13,negative,1,['COC']
C8H13,positive,1,['COC']
C8H13F4,positive,1,['ETFE']
C8H13F5,positive,1,['ETFE']
C8H10F6,negative,1,['ETFE']
C8H10F6,positive,1,['ETFE']
C8H10O,positive,1,['PET']
C8H10O2,positive,1,['PET']
C8H10O4,negative,1,['EVA']
C8H10O4,positive,1,['EVA']
C8H11,negative,1,['COC']
C8H11,positive,1,['COC']
C8H11F4,negative,1,['ETFE']
C8H14O3,negative,1,['EVA']
C8H14O3,positive,1,['EVA']
C8H14O4,positive,1,['EVA']
C8H15O,negative,1,['EVA']
C8H15O2,negative,1,['EVA']
C8H15O2,positive,1,['EVA']
C8H15O3,negative,1,['EVA']
C8H12,negative,1,['COC']
C8H12,positive,1,['COC']
C8H12F4,negative,1,['ETFE']
C8H12F4,positive,1,['ETFE']
C8H12F5,negative,1,['ETFE']
C8H12F5,positive,1,['ETFE']
C8H12F6,negative,1,['ETFE']
C8H12F6,positive,1,['ETFE']
C8H12O2,negative,1,['EVA']
C8H17O,positive,1,['EVA']
C8H17O2,positive,1,['EVA']
C8H17O3,positive,1,['EVA']
C8H18O,negative,1,['EVA']
C8H18O,positive,1,['EVA']
C8H19O,positive,1,['EVA']
C8H2NO2,negative,1,['Nomex']
C8H13F6,positive,1,['ETFE']
C8H13O2,negative,1,['EVA']
C8H13O2,positive,1,['EVA']
C8H13O3,negative,1,['EVA']
C8H13O3,positive,1,['EVA']
C8H13O4,negative,1,['EVA']
C8H13O4,positive,1,['EVA']
C8H14O2,negative,1,['EVA']
C8H14O2,positive,1,['EVA']
C11H10O3,negative,1,['PET']
C11H10O4,negative,1,['PET']
C11H10O5,negative,1,['PET']
C11H10O5,positive,1,['PET']
C11H10O6,negative,1,['PET']
C11H10O6,positive,1,['PET']
C11H10O7,positive,1,['PET']
C11H11O2,negative,1,['PET']
C10H7O5,positive,1,['PET']
C8H16O,negative,1,['EVA']
C8H16O,positive,1,['EVA']
C8H16O2,negative,1,['EVA']
C8H16O2,positive,1,['EVA']
C8H16O3,negative,1,['EVA']
C8H16O3,positive,1,['EVA']
C8H17O,negative,1,['EVA']
C8H5NO2,negative,1,['Nomex']
C8H5NO2,positive,1,['Nomex']
C8H2O3,positive,1,['PEI']
C8H2O4,positive,1,['PEI']
C8H3N2O2,negative,1,['Nomex']
C8H3NO2,negative,1,['Nomex']
C8H3NO2,positive,1,['Nomex']
C8H4N2O2,negative,1,['Nomex']
C8H4N2O2,positive,1,['Nomex']
C8H4N3O2,negative,1,['Nomex']
C8H15O3,positive,1,['EVA']
C10H9O4,positive,1,['PET']
C10H9O5,negative,1,['PET']
C10H9O5,positive,1,['PET']
C11H10O,positive,1,['PEN']
C11H10O2,negative,1,['PET']
C8H5O4,positive,1,['PET']
C8H6,negative,1,['PET']
C8H6N2O2,negative,1,['Nomex']
C8H6N2O2,positive,1,['Nomex']
C8H6N3O2,negative,1,['Nomex']
C8H6N3O2,positive,1,['Nomex']
C8H6NO2,negative,1,['Nomex']
C8H6NO2,positive,1,['Nomex']
C8H6O,negative,1,['PET']
C8H6O3,negative,1,['PET']
C8H4NO2,negative,1,['Nomex']
C8H4NO2,positive,1,['Nomex']
C8H5N2O2,negative,1,['Nomex']
C8H5N2O2,positive,1,['Nomex']
C8H5N3O2,negative,1,['Nomex']
C8H5N3O2,positive,1,['Nomex']
C10H8N2O3,positive,1,['PI']
C10H8O2,negative,1,['PET']
C10H8O2,positive,1,['PET']
C10H8O3,negative,1,['PET']
C10H8O3,positive,1,['PET']
C10H8O4,negative,1,['PET']
C10H8O4,positive,1,['PET']
C10H8O5,negative,1,['PET']
C10H8O5,positive,1,['PET']
C10H9,positive,1,['COC']
C10H9O2,negative,1,['PET']
C10H9O2,positive,1,['PET']
C10H9O3,negative,1,['PET']
C10H9O3,positive,1,['PET']
C10H6O4,negative,1,['PET']
C8H5O4,negative,1,['PET']
C8H9O,negative,1,['PET']
C8H7,positive,1,['PET']
C8H7N2O2,negative,1,['Nomex']
C8H7N2O2,positive,1,['Nomex']
C8H7N3O2,negative,1,['Nomex']
C8H7N3O2,positive,1,['Nomex']
C8H7NO2,negative,1,['Nomex']
C8H7NO2,positive,1,['Nomex']
C8H7O,negative,1,['PET']
C8H7O,positive,1,['PET']
C8H7O2,negative,1,['PET']
C8H7O3,negative,1,['PET']
C8H7O3,positive,1,['PET']
C8H8,positive,1,['PET']
C8H8N2O2,negative,1,['Nomex']
C10H8N2O3,negative,1,['PI']
C9H11O,negative,1,['PEI']
C8H8N2O2,positive,1,['Nomex']
C8H8N3O2,negative,1,['Nomex']
C8H8N3O2,positive,1,['Nomex']
C8H8NO2,positive,1,['Nomex']
C8H8O,negative,1,['PET']
