spectrum_id,material,source_file,ion_mode,mz,intensity,centroid_peak_count,peak_category,category_label,included_in_main_eval,matched,matched_formula,matched_mass_error_da,matched_mass_error_ppm,matched_formula_score,network_has_match,best_match_rank,matched_formula,error_category
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,39.02225085365629,1274.394754539341,36,structural_candidate,,True,True,C3H3,-0.001224243033711,-31.371963431695733,0.6580000000000001,True,79,C3H3,rank_51_100
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,41.0395272498883,3225.362666922855,50,structural_candidate,,True,True,C3H5,0.0004020887383049,9.79769273165648,0.7980000000000003,True,31,C3H5,rank_1_50
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,43.0176233866491,218.7530022096263,11,structural_candidate,,True,True,C2H3O,-0.0007663296109043,-17.814000383532186,0.8800000000000001,True,13,C2H3O,rank_1_50
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,43.055259587364425,1509.537419540782,40,structural_candidate,,True,True,C3H7,0.0004843617544239,11.249896251596065,0.8580000000000001,True,17,C3H7,rank_1_50
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,45.0333721470524,329.7579018157364,16,structural_candidate,,True,True,C2H5O,-0.0006676336676036,-14.82508944022213,0.6220000000000001,True,159,C2H5O,rank_101_200
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,51.021687,18.973964838120857,1,structural_candidate,,True,True,C4H3,-0.0017880966899994,-35.04458852735926,0.6580000000000001,True,80,C4H3,rank_51_100
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,53.03804893297551,359.30925160918434,17,structural_candidate,,True,True,C4H5,-0.0010762281744902,-20.291212783399786,0.6580000000000001,True,81,C4H5,rank_51_100
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,55.05541038498165,1491.05101354597,42,structural_candidate,,True,True,C4H7,0.0006351593716473,11.53686249820373,0.6580000000000001,True,82,C4H7,rank_51_100
PEI_-PEI-1,PEI,data/PEI/-PEI-1.txt,negative,1.0083951474171045,2307.821422004443,52,low_mass_background,below_min_main_mz,False,False,,,,,False,0,,missing
PEI_-PEI-1,PEI,data/PEI/-PEI-1.txt,negative,13.00711573460178,206.09323983838823,30,low_mass_background,below_min_main_mz,False,False,,,,,False,0,,missing
PEI_-PEI-1,PEI,data/PEI/-PEI-1.txt,negative,15.993893579089558,81.48944206179215,18,contaminant,O-,False,False,,,,,False,0,,missing
PEI_-PEI-1,PEI,data/PEI/-PEI-1.txt,negative,17.00169686616899,82.31563986224239,18,contaminant,OH-,False,False,,,,,False,0,,missing
PEI_-PEI-1,PEI,data/PEI/-PEI-1.txt,negative,23.99883689931032,39.30688837757116,10,low_mass_background,below_min_main_mz,False,False,,,,,True,112,C2,rank_101_200
PEI_-PEI-1,PEI,data/PEI/-PEI-1.txt,negative,25.00839288368315,583.7207973243616,48,structural_candidate,,True,True,C2H,0.0005678514531517,22.70695082118903,0.6580000000000001,True,49,C2H,rank_1_50
PEI_-PEI-1,PEI,data/PEI/-PEI-1.txt,negative,26.00481355104349,427.6819747245593,50,low_mass_feature,CN-,True,False,,,,,False,0,,missing
PEI_-PEI-1,PEI,data/PEI/-PEI-1.txt,negative,42.000299177252025,285.50613001495856,42,structural_candidate,,True,False,,,,,False,0,,missing
PEI_-PEI-1,PEI,data/PEI/-PEI-1.txt,negative,49.00846827641309,159.7742305800033,32,structural_candidate,,True,True,C4H,0.0006432441830881,13.125336263445956,0.6580000000000001,True,53,C4H,rank_51_100
PEN_+PEN-1,PEN,data/PEN/+PEN-1.txt,positive,22.98901135862249,50.605158730158735,2,contaminant,Na+,False,False,,,,,False,0,,missing
