material,peak_index,mz,intensity,polarity,ion_mode,rank,rf_formula_raw,rf_formula_clean,normalized_formula,rf_exact_mz,rf_ppm,rf_score,rf_source
PCTFE,725,240.9635,14423.52,+,positive,236,CAuO₂⁺,CAuO2,,240.95585,-31.7,42,mols[0]
PCTFE,727,241.8111,3545.58,-,negative,329,C₂H₃AsCl₄⁻,C2H3AsCl4,,241.821031,41.1,73,mols[0]
PCTFE,729,242.8018,14459.58,-,negative,134,BaCl₃⁻,BaCl3,,242.812355,43.5,100,mols[0]
PCTFE,731,243.8127,2924.79,-,negative,363,Cl₃La⁻,Cl3La,,243.813461,3.1,100,mols[0]
PCTFE,733,244.8006,11699.86,-,negative,162,CeCl₃⁻,CeCl3,,244.812547,48.8,100,mols[0]
PCTFE,734,244.969,9206.04,+,positive,280,H₂O₃Pt⁺,H2O3Pt,,244.964637,-17.8,47,mols[0]
PCTFE,746,250.01,6122.93,+,positive,307,C₄H₅Au⁺,C4H5Au,,250.005145,-19.4,43,mols[0]
PCTFE,747,250.8211,4930.82,-,negative,273,AgHIO⁻,AgHIO,,250.812859,-32.9,8,mols[0]
PCTFE,752,252.8291,6145.07,-,negative,246,C₂HAgCl₂FO₂⁻,C2HAgCl2FO2,,252.83941,40.8,96,mols[0]
PCTFE,753,252.9639,11006.58,+,positive,268,C₂H₂O₂Pt⁺,C2H2O2Pt,,252.969722,23.0,59,mols[0]
PCTFE,766,256.9626,8646.27,+,positive,287,CH₂O₃Pt⁺,CH2O3Pt,,256.964637,7.9,52,mols[0]
PCTFE,771,258.9722,11339.21,+,positive,266,CH₂AuO₃⁺,CH2AuO3,,258.966415,-22.3,48,mols[0]
PCTFE,779,261.9657,4098.89,+,positive,339,C₈H₁₆As₂⁺,C8H16As2,,261.967841,8.2,32,mols[0]
PCTFE,784,264.8169,5508.63,-,negative,261,CeCl₃FH⁻,CeCl3FH,,264.818775,7.1,100,mols[0]
PCTFE,794,268.8113,5373.93,-,negative,266,C₂HAgCl₃O₂⁻,C2HAgCl3O2,,268.80986,-5.4,100,mols[0]
PCTFE,795,268.96,8117.3,+,positive,290,C₂H₂O₃Pt⁺,C2H2O3Pt,,268.964637,17.2,47,mols[0]
PCTFE,798,269.9629,4485.53,+,positive,330,NO₃Pb⁺,NO3Pb,,269.963922,3.8,39,mols[0]
PCTFE,800,270.8044,4312.33,-,negative,292,AlCl₃La⁻,AlCl3La,,270.795,-34.7,75,mols[0]
PCTFE,817,278.7815,3178.92,-,negative,345,HIn₂O₃⁻,HIn2O3,,278.800875,69.5,19,mols[0]
PCTFE,823,280.9879,11643.74,+,positive,264,C₄H₄AuO₂⁺,C4H4AuO2,,280.98715,-2.7,48,mols[0]
PCTFE,833,285.0301,4664.83,+,positive,327,C₆H₈Tl⁺,C6H8Tl,,285.036478,22.4,51,mols[0]
PCTFE,837,286.7903,3436.37,-,negative,334,CaCeCl₃H₂⁻,CaCeCl3H2,,286.790788,1.7,67,mols[0]
PCTFE,843,289.0405,4414.54,+,positive,333,C₆H₉Pb⁺,C6H9Pb,,289.046528,20.9,45,mols[0]
PCTFE,846,290.7903,2770.53,-,negative,367,CCl₄La⁻,CCl4La,,290.782314,-27.5,100,mols[0]
PCTFE,850,292.7979,3144.58,-,negative,349,CAg₂FO₃⁻,CAg2FO3,,292.793891,-13.7,53,mols[0]
PCTFE,871,302.7631,3082.94,-,negative,354,CeCl₄Na⁻,CeCl4Na,,302.771169,26.7,82,mols[0]
PCTFE,873,304.7701,1795.39,+,positive,396,AlBaCl₄⁺,AlBaCl4,,304.761649,-27.7,67,mols[0]
PCTFE,874,304.7775,3126.86,-,negative,350,AlBaCl₄⁻,AlBaCl4,,304.762747,-48.4,100,mols[0]
PCTFE,881,308.7802,3327.27,+,positive,351,BaLaO₂⁺,BaLaO2,,308.800881,67.0,23,mols[0]
PCTFE,900,319.0313,2523.47,+,positive,371,C₆H₁₀O₂Tl⁺,C6H10O2Tl,,319.041958,33.4,41,mols[0]
PCTFE,901,320.7449,3109.82,-,negative,352,Ag₃⁻,Ag3,,320.71584,-90.6,27,mols[0]
PCTFE,902,320.925,4079.21,+,positive,340,C₅H₄Cl₂Re⁺,C5H4Cl2Re,,320.92421,-2.5,36,mols[0]
PCTFE,912,326.7312,2292.73,+,positive,382,C₂H₃As₄⁺,C2H3As4,,326.709306,-67.0,47,mols[0]
PCTFE,915,328.7597,1542.56,-,negative,446,Ag₂ClO₅⁻,Ag2ClO5,,328.754171,-16.8,52,mols[0]
PCTFE,916,328.9068,5589.42,+,positive,317,C₆H₅CeO₇⁺,C6H5CeO7,,328.90842,4.9,40,mols[0]
PCTFE,917,330.7627,1851.67,-,negative,422,C₂AgF₃IO⁻,C2AgF3IO,,330.800243,113.5,27,mols[0]
PCTFE,920,332.7983,1842.97,+,positive,394,CeF₂LaO⁺,CeF2LaO,,332.802964,14.0,32,mols[0]
PCTFE,927,336.7076,1879.78,-,negative,421,Ag₃O⁻,Ag3O,,336.710755,9.4,42,mols[0]
PCTFE,928,336.7162,1333.72,+,positive,411,AgIn₂⁺,AgIn2,,336.712304,-11.6,25,mols[0]
PCTFE,934,340.7386,2374.04,-,negative,390,Ag₂I⁻,Ag2I,,340.715216,-68.6,27,mols[0]
PCTFE,936,342.8833,2695.64,+,positive,366,C₂HAuCl₃O⁺,C2HAuCl3O,,342.875319,-23.3,44,mols[0]
PCTFE,950,356.712,1664.54,-,negative,434,Ag₂IO⁻,Ag2IO,,356.710131,-5.2,38,mols[0]
PCTFE,951,358.7358,1628.51,-,negative,436,In₃N⁻,In3N,,358.715257,-57.3,20,mols[0]
PCTFE,952,358.7398,1162.08,+,positive,415,In₃N⁺,In3N,,358.714159,-71.5,13,mols[0]
PCTFE,953,360.7257,1210.25,+,positive,412,AgI₂⁺,AgI2,,360.713494,-33.8,6,mols[0]
PCTFE,954,360.7301,1407.41,-,negative,455,AgI₂⁻,AgI2,,360.714592,-43.0,5,mols[0]
PCTFE,958,363.6932,639.43,+,positive,430,AgAlIn₂⁺,AgAlIn2,,363.693843,1.8,19,mols[0]
PCTFE,974,384.7213,1254.32,-,negative,472,Ce₂Cl₃⁻,Ce2Cl3,,384.717986,-8.6,100,mols[0]
PCTFE,975,386.7289,1366.34,-,negative,461,CeCl₃H₃La⁻,CeCl3H3La,,386.742375,34.8,59,mols[0]
PCTFE,977,388.7417,557.49,+,positive,432,CeCl₃O₉⁺,CeCl3O9,,388.765684,61.7,16,mols[0]
PCTFE,979,394.6915,1023.26,-,negative,499,CeCl₃INa⁻,CeCl3INa,,394.706789,38.7,46,mols[0]
PCTFE,981,400.6993,802.18,-,negative,526,AgIn₂O₄⁻,AgIn2O4,,400.693062,-15.6,9,mols[0]
PCTFE,983,402.6978,1260.29,-,negative,471,Ba₂I⁻,Ba2I,,402.715516,44.0,28,mols[0]
PCTFE,989,408.7006,992.2,-,negative,507,I₂LaO⁻,I2LaO,,408.710763,24.9,31,mols[0]
PCTFE,994,414.7122,837.57,+,positive,420,Ba₂La⁺,Ba2La,,414.716298,9.9,33,mols[0]
PCTFE,995,416.6738,1021.22,-,negative,500,La₃⁻,La3,,416.719608,109.9,22,mols[0]
PCTFE,1006,426.6833,1197.26,-,negative,482,C₂H₂I₂InO₂⁻,C2H2I2InO2,,426.718853,83.3,21,mols[0]
PCTFE,1018,448.6593,865.15,-,negative,520,AgLa₂O₄⁻,AgLa2O4,,448.698012,86.3,0,mols[0]
PCTFE,1023,452.6441,894.16,-,negative,517,Cl₅La₂⁻,Cl5La2,,452.65752,29.6,100,mols[0]
PCTFE,1029,460.6449,651.1,-,negative,553,Ag₃Ce⁻,Ag3Ce,,460.621279,-51.3,21,mols[0]
PEEK,334,92.9145,3119.87,+,positive,434,Nb⁺,Nb,,92.905829,-93.3,66,mols[0]
PEEK,351,95.9173,1768.86,+,positive,512,H₃Nb⁺,H3Nb,,95.929304,125.1,21,mols[0]
PEEK,409,109.9076,2789.72,-,negative,344,HNbO⁻,HNbO,,109.909667,18.8,31,mols[0]
PEEK,509,137.9399,925.44,-,negative,521,C₂H₅NbO⁻,C2H5NbO,,137.940967,7.7,33,mols[0]
PEEK,587,160.8942,3019.86,+,positive,440,C₃NbO₂⁺,C3NbO2,,160.895659,9.1,46,mols[0]
PEEK,650,180.8955,4877.77,+,positive,360,CF₄Nb⁺,CF4Nb,,180.899441,21.8,31,mols[0]
PEEK,656,181.892,926.59,+,positive,567,C₂HNbO₄⁺,C2HNbO4,,181.893314,7.2,30,mols[0]
PEEK,827,238.0497,1681.84,-,negative,411,U⁻,U,,238.051337,6.9,68,mols[0]
PEEK,930,282.8063,3459.34,+,positive,417,HNb₂O₆⁺,HNb2O6,,282.789522,-59.3,22,mols[0]
PEEK,1048,335.0407,8920.82,+,positive,255,C₂F₃OU⁺,C2F3OU,,335.040363,-1.0,35,mols[0]
PEEK,1071,349.0552,3578.79,+,positive,409,C₅H₃O₃U⁺,C5H3O3U,,349.058459,9.3,37,mols[0]
PEEK,1105,373.0484,2483.42,+,positive,472,C₃H₃O₆U⁺,C3H3O6U,,373.043204,-13.9,37,mols[0]
PEEK,1169,448.0863,1486.67,+,positive,526,C₆H₁₀O₈U⁺,C6H10O8U,,448.087809,3.4,36,mols[0]
PEI,8,7.015,2991.29,+,positive,468,Li⁺,Li,,7.015454,64.7,65,mols[0]
PEI,451,115.9184,3936.58,+,positive,415,HIn⁺,HIn,,115.911154,-62.5,55,mols[0]
PEI,527,135.9028,2334.26,+,positive,515,¹³⁶Ba⁺,Ba,,135.904027,9.1,85,iso_satellite
PEI,538,137.9054,13720.66,+,positive,197,Ba⁺,Ba,,137.904698,-5.1,69,mols[0]
PEI,541,138.9122,10091.73,+,positive,261,La⁺,La,,138.905804,-46.0,87,mols[0]
PEI,545,139.9111,3302.43,+,positive,451,Ce⁺,Ce,,139.90489,-44.4,54,mols[0]
PEI,549,140.9143,8269.42,+,positive,291,Pr⁺,Pr,,140.907104,-51.1,71,mols[0]
PEI,552,141.9068,4443.69,+,positive,395,Nd⁺,Nd,,141.907174,2.6,54,mols[0]
PEI,576,148.9066,2527.63,+,positive,499,H₂InO₂⁺,H2InO2,,148.908809,14.8,37,mols[0]
PEI,595,154.9063,56051.18,+,positive,72,BaHO⁺,BaHO,,154.907438,7.3,46,mols[0]
PEI,641,168.9189,3658.9,-,negative,305,CH₂LaO⁻,CH2LaO,,168.917467,-8.5,54,mols[0]
PEI,649,170.9232,3822.74,-,negative,297,CH₃CeO⁻,CH3CeO,,170.924378,6.9,43,mols[0]
PEI,683,182.896,3352.06,+,positive,445,CLaO₂⁺,CLaO2,,182.895634,-2.0,44,mols[0]
PEI,693,185.8931,1942.13,-,negative,413,CeNO₂⁻,CeNO2,,185.898892,31.2,35,mols[0]
PEI,696,186.9007,7021.52,+,positive,320,CHNdO₂⁺,CHNdO2,,186.904829,22.1,43,mols[0]
PEI,712,192.8744,5075.96,+,positive,374,ClNdO⁺,ClNdO,,192.870942,-17.9,32,mols[0]
PEI,716,193.8572,3503.4,+,positive,438,BaSi₂⁺,BaSi2,,193.858552,7.0,26,mols[0]
PEI,730,198.929,3222.58,+,positive,455,C₂H₄LaO₂⁺,C2H4LaO2,,198.926934,-10.4,59,mols[0]
PEI,740,201.8921,1684.95,-,negative,433,CeNO₃⁻,CeNO3,,201.893807,8.5,36,mols[0]
PEI,754,207.8364,2960.93,+,positive,469,BaCl₂⁺,BaCl2,,207.842404,28.9,19,mols[0]
PEI,759,208.9216,6079.35,+,positive,349,CeH₅O₄⁺,CeH5O4,,208.923675,9.9,38,mols[0]
PEI,764,210.8596,4806.34,+,positive,383,CaLaO₂⁺,CaLaO2,,210.858225,-6.5,44,mols[0]
PEI,788,218.8707,4087.85,-,negative,287,CeO₃P⁻,CeO3P,,218.864495,-28.4,35,mols[0]
PEI,789,218.8717,4009.85,+,positive,412,CeO₃P⁺,CeO3P,,218.863397,-37.9,34,mols[0]
PEI,804,224.8382,12719.3,+,positive,214,Cl₂LaO⁺,Cl2LaO,,224.838425,1.0,51,mols[0]
PEI,827,232.0362,3961.54,-,negative,293,Th⁻,Th,,232.038604,10.4,68,mols[0]
PEI,830,232.8649,2764.71,-,negative,352,BaFO₃Si⁻,BaFO3Si,,232.865871,4.2,34,mols[0]
PEI,835,234.8613,10193.95,-,negative,164,CeO₄P⁻,CeO4P,,234.85941,-8.0,33,mols[0]
PEI,843,238.0505,14700.88,+,positive,185,U⁺,U,,238.050239,-1.1,69,mols[0]
PEI,851,240.8737,2605.2,-,negative,367,CAlBaO₄⁻,CAlBaO4,,240.866995,-27.8,30,mols[0]
PEI,857,242.8646,4842.1,-,negative,265,BaCl₂H₃O₂⁻,BaCl2H3O2,,242.856807,-32.1,41,mols[0]
PEI,882,252.816,1115.52,-,negative,482,BaIn⁻,BaIn,,252.809674,-25.0,38,mols[0]
PEI,883,252.8351,3141.75,+,positive,461,AlBaCaO₃⁺,AlBaCaO3,,252.833573,-6.0,34,mols[0]
PEI,899,258.8615,3327.53,-,negative,323,CaH₄LaO₃Si⁻,CaH4LaO3Si,,258.862465,3.7,34,mols[0]
PEI,930,271.8051,1127.72,+,positive,603,CsLa⁺,CsLa,,271.811256,22.6,37,mols[0]
PEI,990,293.0696,4030.01,-,negative,289,C₃H₃OU⁻,C3H3OU,,293.069727,0.4,49,mols[0]
PEI,1023,306.8055,2062.01,+,positive,535,CHLa₂O⁺,CHLa2O,,306.814897,30.6,34,mols[0]
PEI,1156,388.749,765.21,-,negative,519,CeCl₃O₉⁻,CeCl3O9,,388.766782,45.7,27,mols[0]
PEI,1173,408.7112,693.29,+,positive,627,I₂LaO⁺,I2LaO,,408.709665,-3.8,34,mols[0]
PEI,1226,500.6652,343.06,-,negative,569,CHCeFLaNdO₃⁻,CHCeFLaNdO3,,500.711037,91.6,13,mols[0]
PEN,7,7.0156,2952.64,+,positive,410,Li⁺,Li,,7.015454,-20.8,64,mols[0]
PEN,175,62.0805,742.79,-,negative,328,C₄H₇Li⁻,C4H7Li,,62.071327,-147.8,19,mols[0]
PEN,360,102.8943,248.03,-,negative,377,Rh⁻,Rh,,102.906053,114.2,51,mols[0]
PEN,447,125.8851,9785.9,+,positive,238,NaRh⁺,NaRh,,125.894724,76.5,24,mols[0]
PEN,495,138.8985,427.12,-,negative,362,La⁻,La,,138.906902,60.5,65,mols[0]
PEN,544,154.8927,1554.84,-,negative,258,LaO⁻,LaO,,154.901817,58.9,44,mols[0]
PEN,601,172.8267,226.03,-,negative,380,Cl₂Rh⁻,Cl2Rh,,172.843759,98.7,2,mols[0]
PEN,750,238.046,23135.4,+,positive,142,U⁺,U,,238.050239,17.8,72,mols[0]
PEN,751,239.0695,48276.22,+,positive,83,HU⁺,HU,,239.058064,-47.8,69,mols[0]
PEN,785,263.0605,62184.96,+,positive,63,C₂HU⁺,C2HU,,263.058064,-9.3,69,mols[0]
PEN,823,294.1029,1579.69,+,positive,474,C₃H₆NU⁺,C3H6NU,,294.100263,-9.0,45,mols[0]
PEN,828,299.043,9506.07,+,positive,243,CHO₃U⁺,CHO3U,,299.042809,-0.6,46,mols[0]
PEN,833,303.0789,3194.63,+,positive,394,C₅H₅U⁺,C5H5U,,303.089364,34.5,49,mols[0]
PEN,844,315.0883,2923.54,+,positive,411,C₆H₅U⁺,C6H5U,,315.089364,3.4,54,mols[0]
PEN,910,412.0993,1268.93,+,positive,501,C₅H₈N₃O₄U⁺,C5H8N3O4U,,412.101721,5.9,46,mols[0]
PFA,388,122.9203,1131.37,-,negative,187,H₂Sb⁻,H2Sb,,122.920014,-2.3,51,mols[0]
PFA,518,168.9331,3267.23,+,positive,307,Tm⁺,Tm,,168.933664,3.3,79,mols[0]
PFA,538,177.9023,619.14,-,negative,230,F₃Sb⁻,F3Sb,,177.899573,-15.3,71,mols[0]
PFA,569,189.8963,5681.01,-,negative,109,CF₃Sb⁻,CF3Sb,,189.899573,17.2,77,mols[0]
PFA,571,190.907,7292.23,-,negative,99,FH₃O₃Sb⁻,FH3O3Sb,,190.910987,20.9,47,mols[0]
PFA,604,208.9798,21573.34,+,positive,106,Bi⁺,Bi,,208.97985,0.2,86,mols[0]
PFA,650,227.978,21581.02,+,positive,105,BiF⁺,BiF,,227.978253,1.1,65,mols[0]
PFA,814,404.9803,1573.66,-,negative,167,C₁₁H₁₀F₆N₂Sb⁻,C11H10F6N2Sb,,404.97918,-2.8,100,mols[0]
PI,538,158.9054,1713.88,-,negative,380,Tb⁻,Tb,,158.925896,129.0,44,mols[0]
PI,596,176.9323,3290.3,+,positive,318,H₂OTb⁺,H2OTb,,176.935363,17.3,40,mols[0]
PI,742,238.0379,7765.51,-,negative,192,U⁻,U,,238.051337,56.4,59,mols[0]
PI,743,238.0548,1864.95,+,positive,423,U⁺,U,,238.050239,-19.2,65,mols[0]
PI,826,281.0694,5895.4,+,positive,230,C₂H₃OU⁺,C2H3OU,,281.068629,-2.7,47,mols[0]
PI,830,282.0672,1974.0,+,positive,412,CH₂NOU⁺,CH2NOU,,282.063878,-11.8,46,mols[0]
PPS,236,74.9268,510.07,+,positive,552,As⁺,As,,74.921046,-76.8,64,mols[0]
PPS,256,78.9539,11028.42,+,positive,100,AsH₄⁺,AsH4,,78.952346,-19.7,34,mols[0]
PPS,324,93.921,2344.0,+,positive,348,AsF⁺,AsF,,93.919449,-16.5,32,mols[0]
PPS,330,94.9291,6345.6,+,positive,179,AsFH⁺,AsFH,,94.927274,-19.2,34,mols[0]
PPS,353,98.9174,5975.57,+,positive,188,HMo⁺,HMo,,98.912684,-47.7,54,mols[0]
PPS,375,103.9265,1174.34,+,positive,466,CHAsO⁺,CHAsO,,103.923786,-26.1,30,mols[0]
PPS,396,109.8948,445.06,+,positive,557,CMo⁺,CMo,,109.904859,91.5,23,mols[0]
PPS,400,110.9052,1592.49,+,positive,416,CHMo⁺,CHMo,,110.912684,67.5,35,mols[0]
PPS,406,111.9102,1575.47,+,positive,421,MoN⁺,MoN,,111.907933,-20.3,32,mols[0]
PPS,429,116.8886,1451.47,+,positive,430,FMo⁺,FMo,,116.903262,125.4,27,mols[0]
PPS,514,138.903,4043.19,+,positive,260,La⁺,La,,138.905804,20.2,77,mols[0]
PPS,522,140.9028,2849.72,+,positive,312,Pr⁺,Pr,,140.907104,30.5,75,mols[0]
PPS,526,141.9083,929.42,+,positive,501,HPr⁺,HPr,,141.914929,46.7,33,mols[0]
PPS,582,156.8962,725.27,+,positive,523,OPr⁺,OPr,,156.902019,37.1,44,mols[0]
PPS,636,172.8287,1782.59,-,negative,368,AsMo⁻,AsMo,,172.827552,-6.6,42,mols[0]
PPS,654,177.8753,1074.36,+,positive,482,CClFMoN⁺,CClFMoN,,177.875189,-0.6,35,mols[0]
PPS,658,178.866,971.27,+,positive,494,CaLa⁺,CaLa,,178.868395,13.4,43,mols[0]
PPS,666,180.8665,1274.37,+,positive,449,CaPr⁺,CaPr,,180.869695,17.7,42,mols[0]
PPS,669,181.8928,2002.83,+,positive,372,CH₃AsN₂S₂⁺,CH3AsN2S2,,181.894811,11.1,29,mols[0]
PPS,691,187.8604,2469.19,+,positive,337,CMoNO₂S⁺,CMoNO2S,,187.869834,50.2,28,mols[0]
PPS,695,188.8193,3526.51,+,positive,282,AlMoZn⁺,AlMoZn,,188.81554,-19.9,43,mols[0]
PPS,696,188.8677,9937.19,+,positive,111,OPrS⁺,OPrS,,188.87409,33.8,36,mols[0]
PPS,709,192.8554,6968.2,+,positive,166,MoO₄P⁺,MoO4P,,192.858281,14.9,32,mols[0]
PPS,747,205.8272,541.1,+,positive,548,CHMoPS₂⁺,CHMoPS2,,205.830588,16.5,22,mols[0]
PPS,790,219.8369,1142.33,+,positive,470,CMoNO₂S₂⁺,CMoNO2S2,,219.841905,22.8,35,mols[0]
PPS,810,226.9868,9393.91,+,positive,118,C₂HHg⁺,C2HHg,,226.977919,-39.1,44,mols[0]
PPS,887,258.8351,794.34,+,positive,517,Cl₂H₃LaOP⁺,Cl2H3LaOP,,258.835662,2.2,35,mols[0]
PPS,913,271.0365,6285.51,+,positive,180,C₅H₉Hg⁺,C5H9Hg,,271.040519,14.8,42,mols[0]
PPS,919,274.806,835.23,+,positive,514,CsHPr⁺,CsHPr,,274.820381,52.3,31,mols[0]
PPS,973,297.7711,11408.55,+,positive,98,H₆Mo₂S₃⁺,H6Mo2S3,,297.77343,7.8,24,mols[0]
PPS,990,306.7867,1277.37,+,positive,448,C₄H₄As₂Cl₃⁺,C4H4As2Cl3,,306.7805,-20.2,31,mols[0]
PPS,1014,322.7805,5002.41,+,positive,215,H₂MoO₆PS₃⁺,H2MoO6PS3,,322.779974,-1.6,35,mols[0]
PPS,1030,330.7503,1174.3,+,positive,467,AsH₂I₂⁺,AsH2I2,,330.745642,-14.1,32,mols[0]
PPS,1056,374.7008,849.17,+,positive,512,HMo₃O₅⁺,HMo3O5,,374.698075,-7.3,34,mols[0]
PPS,1075,470.6346,1730.54,+,positive,401,Al₂La₃⁺,Al2La3,,470.681588,99.8,19,mols[0]
PTFE,133,54.9371,2151.33,-,negative,265,Mn⁻,Mn,,54.938593,27.2,78,mols[0]
PTFE,263,90.9405,1108.85,+,positive,609,FHMnO⁺,FHMnO,,90.938638,-20.5,37,mols[0]
PTFE,271,92.8948,5390.01,-,negative,153,Nb⁻,Nb,,92.906927,130.5,74,mols[0]
PTFE,293,98.918,974.66,+,positive,628,MnOSi⁺,MnOSi,,98.909337,-87.6,30,mols[0]
PTFE,326,109.8619,449.03,-,negative,458,Mn₂⁻,Mn2,,109.876637,134.1,50,mols[0]
PTFE,333,112.9131,1150.79,+,positive,606,FHNb⁺,FHNb,,112.912057,-9.2,37,mols[0]
PTFE,336,114.9093,1862.05,+,positive,520,In⁺,In,,114.903329,-52.0,77,mols[0]
PTFE,351,119.8976,2476.69,+,positive,465,Sn⁺,Sn,,119.901646,33.7,59,mols[0]
PTFE,354,120.9285,3809.02,-,negative,188,CH₃FMnO₂⁻,CH3FMnO2,,120.950301,180.3,41,mols[0]
PTFE,357,121.8859,4895.26,+,positive,345,KMnSi⁺,KMnSi,,121.878128,-63.8,13,mols[0]
PTFE,367,126.8686,2742.39,+,positive,445,HMn₂O⁺,HMn2O,,126.878279,76.3,17,mols[0]
PTFE,370,127.8771,897.7,+,positive,646,H₂Mn₂O⁺,H2Mn2O,,127.886104,70.4,10,mols[0]
PTFE,395,136.9082,3255.0,+,positive,419,HOSn⁺,HOSn,,136.904386,-27.9,43,mols[0]
PTFE,436,151.8985,4704.03,+,positive,358,ClMnNO₃⁺,ClMnNO3,,151.894167,-28.5,32,mols[0]
PTFE,437,151.9053,589.04,-,negative,445,C₂F₃MnO⁻,C2F3MnO,,151.928717,154.2,61,mols[0]
PTFE,440,152.9032,30943.96,+,positive,113,HO₂Sn⁺,HO2Sn,,152.899301,-25.5,41,mols[0]
PTFE,467,163.8963,1761.29,+,positive,527,CO₂Sn⁺,CO2Sn,,163.891476,-29.4,29,mols[0]
PTFE,470,164.8122,3305.56,+,positive,417,Mn₃⁺,Mn3,,164.813583,8.4,45,mols[0]
PTFE,485,170.8963,42065.86,-,negative,48,C₂F₄MnO⁻,C2F4MnO,,170.92712,180.3,80,mols[0]
PTFE,528,189.8945,1340.14,-,negative,351,CHF₃Sn⁻,CHF3Sn,,189.905778,59.4,40,mols[0]
PTFE,531,190.8607,82109.37,+,positive,52,CaH₃KNbO⁺,CaH3KNbO,,190.850516,-53.4,38,mols[0]
PTFE,537,192.857,8485.14,+,positive,262,ClKMnO₄⁺,ClKMnO4,,192.849714,-37.8,25,mols[0]
PTFE,546,196.9912,5710.29,+,positive,319,Au⁺,Au,,196.96602,-127.8,64,mols[0]
PTFE,550,198.9879,19782.9,+,positive,164,AuH₂⁺,AuH2,,198.98167,-31.3,37,mols[0]
PTFE,556,201.9896,3489.65,+,positive,408,Hg⁺,Hg,,201.970094,-96.6,60,mols[0]
PTFE,559,202.9853,34210.07,+,positive,110,²⁰³Tl⁺,Tl,,202.971795,8.0,85,iso_satellite
PTFE,563,204.9859,88432.99,+,positive,48,Tl⁺,Tl,,204.973878,-58.6,80,mols[0]
PTFE,570,207.9888,8793.96,+,positive,254,Pb⁺,Pb,,207.976103,-61.0,67,mols[0]
